"","DocId","category","Date","Title","Source","Before","Matched","After","Year","Text"
"585","1371339979","Feature, Article","19340411","REMARKABLE RACING DISAGREEMENT","The North China Herald","ugh at slower times gave good account of themselves Negotiations are proceeding and no doubt an early settlement of the dispute will result NANKING ROTARY CLUB GETS CHARTER Nanking Apr 7. The Nanking","Rotary Club","received last night its charter from the Rotary International at special Charter Night meeting at the International Clubs Many prominent Chinese Gov- leaders including Mr Sun Fo President of the Legi",1934,"ugh at slower times gave good account of themselves Negotiations are proceeding and no doubt an early settlement of the dispute will result NANKING ROTARY CLUB GETS CHARTER Nanking Apr 7. The Nanking Rotary Club received last night its charter from the Rotary International at special Charter Night meeting at the International Clubs Many prominent Chinese Gov- leaders including Mr Sun Fo President of the Legi"
"586","1371339979","Feature, Article","19340411","REMARKABLE RACING DISAGREEMENT","The North China Herald","tional and repre sentatives of Peking Hangkow Nang- -how and Shanghai Rotary Clubs attended the meeting Mr Harris who is past president of the Shanghai Rotarv Club and                 dent of Nanking","Rotary Club","receiv ed the charter on behalf of the local club Mr George Fitch past president of the Shanghai Rotary Club and re presenting the Hankow Rotary Club Mr Ginam Lao representing the Hangchow Rotary Clu",1934,"tional and repre sentatives of Peking Hangkow Nang- -how and Shanghai Rotary Clubs attended the meeting Mr Harris who is past president of the Shanghai Rotarv Club and                 dent of Nanking Rotary Club receiv ed the charter on behalf of the local club Mr George Fitch past president of the Shanghai Rotary Club and re presenting the Hankow Rotary Club Mr Ginam Lao representing the Hangchow Rotary Clu"
"587","1371339979","Feature, Article","19340411","REMARKABLE RACING DISAGREEMENT","The North China Herald","rris who is past president of the Shanghai Rotarv Club and                 dent of Nanking Rotary Club receiv ed the charter on behalf of the local club Mr George Fitch past president of the Shanghai","Rotary Club","and re presenting the Hankow Rotary Club Mr Ginam Lao representing the Hangchow Rotary Club Mr Luther Joe past high commissioner for the Far East of Rotary International past president of Shanghai Ro",1934,"rris who is past president of the Shanghai Rotarv Club and                 dent of Nanking Rotary Club receiv ed the charter on behalf of the local club Mr George Fitch past president of the Shanghai Rotary Club and re presenting the Hankow Rotary Club Mr Ginam Lao representing the Hangchow Rotary Club Mr Luther Joe past high commissioner for the Far East of Rotary International past president of Shanghai Ro"
"588","1371339979","Feature, Article","19340411","REMARKABLE RACING DISAGREEMENT","The North China Herald","i Rotarv Club and                 dent of Nanking Rotary Club receiv ed the charter on behalf of the local club Mr George Fitch past president of the Shanghai Rotary Club and re presenting the Hankow","Rotary Club","Mr Ginam Lao representing the Hangchow Rotary Club Mr Luther Joe past high commissioner for the Far East of Rotary International past president of Shanghai Rotary Club and representing the Shanghai R",1934,"i Rotarv Club and                 dent of Nanking Rotary Club receiv ed the charter on behalf of the local club Mr George Fitch past president of the Shanghai Rotary Club and re presenting the Hankow Rotary Club Mr Ginam Lao representing the Hangchow Rotary Club Mr Luther Joe past high commissioner for the Far East of Rotary International past president of Shanghai Rotary Club and representing the Shanghai R"
"589","1371339979","Feature, Article","19340411","REMARKABLE RACING DISAGREEMENT","The North China Herald","otary Club receiv ed the charter on behalf of the local club Mr George Fitch past president of the Shanghai Rotary Club and re presenting the Hankow Rotary Club Mr Ginam Lao representing the Hangchow","Rotary Club","Mr Luther Joe past high commissioner for the Far East of Rotary International past president of Shanghai Rotary Club and representing the Shanghai Rotary Club and Dr Richard Homing Sia representing t",1934,"otary Club receiv ed the charter on behalf of the local club Mr George Fitch past president of the Shanghai Rotary Club and re presenting the Hankow Rotary Club Mr Ginam Lao representing the Hangchow Rotary Club Mr Luther Joe past high commissioner for the Far East of Rotary International past president of Shanghai Rotary Club and representing the Shanghai Rotary Club and Dr Richard Homing Sia representing t"
"590","1371339979","Feature, Article","19340411","REMARKABLE RACING DISAGREEMENT","The North China Herald","ub and re presenting the Hankow Rotary Club Mr Ginam Lao representing the Hangchow Rotary Club Mr Luther Joe past high commissioner for the Far East of Rotary International past president of Shanghai","Rotary Club","and representing the Shanghai Rotary Club and Dr Richard Homing Sia representing the Peking Rotary Club presented souvenir gifts to the newest Rotary Club in China Nine nations are represented in the",1934,"ub and re presenting the Hankow Rotary Club Mr Ginam Lao representing the Hangchow Rotary Club Mr Luther Joe past high commissioner for the Far East of Rotary International past president of Shanghai Rotary Club and representing the Shanghai Rotary Club and Dr Richard Homing Sia representing the Peking Rotary Club presented souvenir gifts to the newest Rotary Club in China Nine nations are represented in the"
"591","1371339979","Feature, Article","19340411","REMARKABLE RACING DISAGREEMENT","The North China Herald","b Mr Ginam Lao representing the Hangchow Rotary Club Mr Luther Joe past high commissioner for the Far East of Rotary International past president of Shanghai Rotary Club and representing the Shanghai","Rotary Club","and Dr Richard Homing Sia representing the Peking Rotary Club presented souvenir gifts to the newest Rotary Club in China Nine nations are represented in the mem bership of the local club and their f",1934,"b Mr Ginam Lao representing the Hangchow Rotary Club Mr Luther Joe past high commissioner for the Far East of Rotary International past president of Shanghai Rotary Club and representing the Shanghai Rotary Club and Dr Richard Homing Sia representing the Peking Rotary Club presented souvenir gifts to the newest Rotary Club in China Nine nations are represented in the mem bership of the local club and their f"
"592","1371339979","Feature, Article","19340411","REMARKABLE RACING DISAGREEMENT","The North China Herald","Joe past high commissioner for the Far East of Rotary International past president of Shanghai Rotary Club and representing the Shanghai Rotary Club and Dr Richard Homing Sia representing the Peking","Rotary Club","presented souvenir gifts to the newest Rotary Club in China Nine nations are represented in the mem bership of the local club and their flags were presented at stirring ceremony The programme include",1934,"Joe past high commissioner for the Far East of Rotary International past president of Shanghai Rotary Club and representing the Shanghai Rotary Club and Dr Richard Homing Sia representing the Peking Rotary Club presented souvenir gifts to the newest Rotary Club in China Nine nations are represented in the mem bership of the local club and their flags were presented at stirring ceremony The programme include"
"593","1371339979","Feature, Article","19340411","REMARKABLE RACING DISAGREEMENT","The North China Herald","ary International past president of Shanghai Rotary Club and representing the Shanghai Rotary Club and Dr Richard Homing Sia representing the Peking Rotary Club presented souvenir gifts to the newest","Rotary Club","in China Nine nations are represented in the mem bership of the local club and their flags were presented at stirring ceremony The programme included music entertainments and dancing Rcuter",1934,"ary International past president of Shanghai Rotary Club and representing the Shanghai Rotary Club and Dr Richard Homing Sia representing the Peking Rotary Club presented souvenir gifts to the newest Rotary Club in China Nine nations are represented in the mem bership of the local club and their flags were presented at stirring ceremony The programme included music entertainments and dancing Rcuter"
"594","1324843093","Feature, Article","19290706","C. Bos, President Of Rotary Club, Speaks On international Mind At Its Weekly Luncheon","The China Press","Bos President Of","Rotary Club","Speaks On international Mind At Its Weekly Luncheon                 The usual weekly luncheon party meeting of the Rotary Club postponed from Thursday on account of the 4th. July celebrations was hel",1929,"Bos President Of Rotary Club Speaks On international Mind At Its Weekly Luncheon                 The usual weekly luncheon party meeting of the Rotary Club postponed from Thursday on account of the 4th. July celebrations was hel"
"595","1324843093","Feature, Article","19290706","C. Bos, President Of Rotary Club, Speaks On international Mind At Its Weekly Luncheon","The China Press","Bos President Of Rotary Club Speaks On international Mind At Its Weekly Luncheon                 The usual weekly luncheon party meeting of the","Rotary Club","postponed from Thursday on account of the 4th. July celebrations was held yesterday at the Artor House Mr Bos the President occupied the chair and as Mr King who was to have spoken on Coastal Shippin",1929,"Bos President Of Rotary Club Speaks On international Mind At Its Weekly Luncheon                 The usual weekly luncheon party meeting of the Rotary Club postponed from Thursday on account of the 4th. July celebrations was held yesterday at the Artor House Mr Bos the President occupied the chair and as Mr King who was to have spoken on Coastal Shippin"
"596","1324843093","Feature, Article","19290706","C. Bos, President Of Rotary Club, Speaks On international Mind At Its Weekly Luncheon","The China Press","C. Bos, President Of","Rotary Club",", Speaks On international Mind At Its Weekly Luncheon",1929,"C. Bos, President Of Rotary Club , Speaks On international Mind At Its Weekly Luncheon"
"597","1324874562","Feature, Article","19301024","Physical Training Theme Of C. M. Tobin's Address At Rotary Club Gathering","The China Press","Physical Training Theme Of Tobin's Address At","Rotary Club","Gathering                 Prominent Physical Director Of Foreign Speaks On Modern Trends Of Physical Education At Tiffin Meet                 At yesterday s tiffin meeting of the Shanghai Rotary Club",1930,"Physical Training Theme Of Tobin's Address At Rotary Club Gathering                 Prominent Physical Director Of Foreign Speaks On Modern Trends Of Physical Education At Tiffin Meet                 At yesterday s tiffin meeting of the Shanghai Rotary Club"
"598","1324874562","Feature, Article","19301024","Physical Training Theme Of C. M. Tobin's Address At Rotary Club Gathering","The China Press","Rotary Club Gathering                 Prominent Physical Director Of Foreign Speaks On Modern Trends Of Physical Education At Tiffin Meet                 At yesterday s tiffin meeting of the Shanghai","Rotary Club","held at the Old Carlton which was largely attented by members visiting and guests Mr Tobin Physical Director of the Foreign and his wife Mrs Myrtle Nelson Tobin were guests                 cf honor M",1930,"Rotary Club Gathering                 Prominent Physical Director Of Foreign Speaks On Modern Trends Of Physical Education At Tiffin Meet                 At yesterday s tiffin meeting of the Shanghai Rotary Club held at the Old Carlton which was largely attented by members visiting and guests Mr Tobin Physical Director of the Foreign and his wife Mrs Myrtle Nelson Tobin were guests                 cf honor M"
"599","1324874562","Feature, Article","19301024","Physical Training Theme Of C. M. Tobin's Address At Rotary Club Gathering","The China Press","Physical Training Theme Of C. M. Tobin's Address At","Rotary Club","Gathering",1930,"Physical Training Theme Of C. M. Tobin's Address At Rotary Club Gathering"
"600","1321194995","Feature, Article","19300523","Rotary Club Hold Weekly Tiffin Meeting At Astor House; Large Attendance","The China Press","","Rotary Club","Hold Weekly Tiffin Meeting At Astor House Large Attendance                 Wentworth Delivers Interesting Address On Question of Free Silver Originally Advocated In By Bryan                 large num",1930," Rotary Club Hold Weekly Tiffin Meeting At Astor House Large Attendance                 Wentworth Delivers Interesting Address On Question of Free Silver Originally Advocated In By Bryan                 large num"
"601","1321194995","Feature, Article","19300523","Rotary Club Hold Weekly Tiffin Meeting At Astor House; Large Attendance","The China Press","nteresting Address On Question of Free Silver Originally Advocated In By Bryan                 large number of members visiting Rotarians and guests attended the weekly tiffin meeting of the Shanghai","Rotary Club","held at the Union Club yesterday President Geo Pitch took the chair and during the tiffin Dr Hall delighted the assembly with                 iber of songs Mr Jee introduced the first speaker Dr Ever",1930,"nteresting Address On Question of Free Silver Originally Advocated In By Bryan                 large number of members visiting Rotarians and guests attended the weekly tiffin meeting of the Shanghai Rotary Club held at the Union Club yesterday President Geo Pitch took the chair and during the tiffin Dr Hall delighted the assembly with                 iber of songs Mr Jee introduced the first speaker Dr Ever"
"602","1321194995","Feature, Article","19300523","Rotary Club Hold Weekly Tiffin Meeting At Astor House; Large Attendance","The China Press","","Rotary Club","Hold Weekly Tiffin Meeting At Astor House; Large Attendance",1930," Rotary Club Hold Weekly Tiffin Meeting At Astor House; Large Attendance"
"603","1416568377","Feature, Article","19361017","Rotarians In Soochow Plan Charter Night","The China Press","Rotarians In Soochow Plan Charter Night                 Wang Will Be Guest Speaker Oct 22                 China Press Special Correspondent                 SOOCHOW Oct 14.--The Soochow","Rotary Club","which was organized early last summer is awaiting word from International Headquarters in Chicago that its application for charter has been granted                 When word is received plans will Im",1936,"Rotarians In Soochow Plan Charter Night                 Wang Will Be Guest Speaker Oct 22                 China Press Special Correspondent                 SOOCHOW Oct 14.--The Soochow Rotary Club which was organized early last summer is awaiting word from International Headquarters in Chicago that its application for charter has been granted                 When word is received plans will Im"
"604","1416568377","Feature, Article","19361017","Rotarians In Soochow Plan Charter Night","The China Press","d                 When word is received plans will Immediately be set into motion to hold charter night to which guests from other Rotary Clubs in China will be invited The last weekly meeting of the","Rotary Club","was held at the club headquarters at Sfe Mie Ang former private home which has been acquired for club activities The guest speaker was Mr George Pitch who while still member of the Shanghai Rotary Cl",1936,"d                 When word is received plans will Immediately be set into motion to hold charter night to which guests from other Rotary Clubs in China will be invited The last weekly meeting of the Rotary Club was held at the club headquarters at Sfe Mie Ang former private home which has been acquired for club activities The guest speaker was Mr George Pitch who while still member of the Shanghai Rotary Cl"
"605","1416568377","Feature, Article","19361017","Rotarians In Soochow Plan Charter Night","The China Press","tary Club was held at the club headquarters at Sfe Mie Ang former private home which has been acquired for club activities The guest speaker was Mr George Pitch who while still member of the Shanghai","Rotary Club","sponsored the Soochow Club He was recently elected to membership liv 'the Rotary Club of Nanking he is now making his home Mr Fitch- told the members ol the benefits he received during his 16 years o",1936,"tary Club was held at the club headquarters at Sfe Mie Ang former private home which has been acquired for club activities The guest speaker was Mr George Pitch who while still member of the Shanghai Rotary Club sponsored the Soochow Club He was recently elected to membership liv 'the Rotary Club of Nanking he is now making his home Mr Fitch- told the members ol the benefits he received during his 16 years o"
"606","1416568377","Feature, Article","19361017","Rotarians In Soochow Plan Charter Night","The China Press","as been acquired for club activities The guest speaker was Mr George Pitch who while still member of the Shanghai Rotary Club sponsored the Soochow Club He was recently elected to membership liv 'the","Rotary Club","of Nanking he is now making his home Mr Fitch- told the members ol the benefits he received during his 16 years of Membership in the Rotary Club Dr Wang Ambassador- Designate to the United States and",1936,"as been acquired for club activities The guest speaker was Mr George Pitch who while still member of the Shanghai Rotary Club sponsored the Soochow Club He was recently elected to membership liv 'the Rotary Club of Nanking he is now making his home Mr Fitch- told the members ol the benefits he received during his 16 years of Membership in the Rotary Club Dr Wang Ambassador- Designate to the United States and"
"607","1416568377","Feature, Article","19361017","Rotarians In Soochow Plan Charter Night","The China Press","ow Club He was recently elected to membership liv 'the Rotary Club of Nanking he is now making his home Mr Fitch- told the members ol the benefits he received during his 16 years of Membership in the","Rotary Club","Dr Wang Ambassador- Designate to the United States and District Governor of Rotary Inter national is expected to be the guest of honor and chief speaker at the meeting on October 22. Several foreign",1936,"ow Club He was recently elected to membership liv 'the Rotary Club of Nanking he is now making his home Mr Fitch- told the members ol the benefits he received during his 16 years of Membership in the Rotary Club Dr Wang Ambassador- Designate to the United States and District Governor of Rotary Inter national is expected to be the guest of honor and chief speaker at the meeting on October 22. Several foreign"
"608","1371612703","Feature, Article","19361003","Fitch Speaks Before Rotary In Nanking","The China Press","sday had the privilege of sharing with Mr George Pitch former General Secretary of the Shanghai Foreign and now Associate                 General Secretary of the Nanking Chinese his as member of the","Rotary Club","in Shanghai for the past 16 years Mr Pitch spoke as fellow- having been elected into the membership of the local chapter Mr Pitch began by saying that he has found that the Rotary club is something r",1936,"sday had the privilege of sharing with Mr George Pitch former General Secretary of the Shanghai Foreign and now Associate                 General Secretary of the Nanking Chinese his as member of the Rotary Club in Shanghai for the past 16 years Mr Pitch spoke as fellow- having been elected into the membership of the local chapter Mr Pitch began by saying that he has found that the Rotary club is something r"
"609","1371612703","Feature, Article","19361003","Fitch Speaks Before Rotary In Nanking","The China Press","member of the Rotary Club in Shanghai for the past 16 years Mr Pitch spoke as fellow- having been elected into the membership of the local chapter Mr Pitch began by saying that he has found that the","Rotary club","is something really worth the while While some who joined the club may have pulled out because per haps they did not want to be called by their nicknames or they did not like the song there have been",1936,"member of the Rotary Club in Shanghai for the past 16 years Mr Pitch spoke as fellow- having been elected into the membership of the local chapter Mr Pitch began by saying that he has found that the Rotary club is something really worth the while While some who joined the club may have pulled out because per haps they did not want to be called by their nicknames or they did not like the song there have been"
"610","1371612703","Feature, Article","19361003","Fitch Speaks Before Rotary In Nanking","The China Press","tarians in Nanking unlike those in Shanghai are dignified body of men who do not call one another by their first or nicknames Turning to his reminiscences of serious vein Fitch explained how much the","Rotary Club","in Shanghai which was founded during February 1919, has contributed towards the promotion of interna tional goodwill At first there was mutual suspicion mistrust and misunderstanding among people of",1936,"tarians in Nanking unlike those in Shanghai are dignified body of men who do not call one another by their first or nicknames Turning to his reminiscences of serious vein Fitch explained how much the Rotary Club in Shanghai which was founded during February 1919, has contributed towards the promotion of interna tional goodwill At first there was mutual suspicion mistrust and misunderstanding among people of"
"611","1371612703","Feature, Article","19361003","Fitch Speaks Before Rotary In Nanking","The China Press","tual suspicion mistrust and misunderstanding among people of all nationalities represented in Bhanghai Such prejudices would not have been eliminated so quickly and thoroughly had it not been for the","Rotary Club","Fitch said The speaker recalled the Sinn- Japanese hostilities of 1932 in Shanehai when the only place where Chinese and Japanese continued to meet in an amicable spirit was the Rotary Club It was he",1936,"tual suspicion mistrust and misunderstanding among people of all nationalities represented in Bhanghai Such prejudices would not have been eliminated so quickly and thoroughly had it not been for the Rotary Club Fitch said The speaker recalled the Sinn- Japanese hostilities of 1932 in Shanehai when the only place where Chinese and Japanese continued to meet in an amicable spirit was the Rotary Club It was he"
"612","1371612703","Feature, Article","19361003","Fitch Speaks Before Rotary In Nanking","The China Press","n for the Rotary Club Fitch said The speaker recalled the Sinn- Japanese hostilities of 1932 in Shanehai when the only place where Chinese and Japanese continued to meet in an amicable spirit was the","Rotary Club","It was he pointed out great credit to the Chinese Rotarians to have maintained that spirit of friendship in trying moment like that Commenting on the work done by the Shanghai Rotary Club along chari",1936,"n for the Rotary Club Fitch said The speaker recalled the Sinn- Japanese hostilities of 1932 in Shanehai when the only place where Chinese and Japanese continued to meet in an amicable spirit was the Rotary Club It was he pointed out great credit to the Chinese Rotarians to have maintained that spirit of friendship in trying moment like that Commenting on the work done by the Shanghai Rotary Club along chari"
"613","1371612703","Feature, Article","19361003","Fitch Speaks Before Rotary In Nanking","The China Press","rit was the Rotary Club It was he pointed out great credit to the Chinese Rotarians to have maintained that spirit of friendship in trying moment like that Commenting on the work done by the Shanghai","Rotary Club","along charitable lines Mr Pitch mention ed the Institute of the Chinese Blind the new building of which he said was designed by Rotarian architect and constructed with funds mainly contributed by Rot",1936,"rit was the Rotary Club It was he pointed out great credit to the Chinese Rotarians to have maintained that spirit of friendship in trying moment like that Commenting on the work done by the Shanghai Rotary Club along charitable lines Mr Pitch mention ed the Institute of the Chinese Blind the new building of which he said was designed by Rotarian architect and constructed with funds mainly contributed by Rot"
"614","1371612703","Feature, Article","19361003","Fitch Speaks Before Rotary In Nanking","The China Press","s similar part was played by the Rotarians in Shanghai in the School for Poor Russian Children in Shanghai The funds in this con nection he said was raised through charity ball and other means by the","Rotary Club","Lastly Mr Fitch' referred to the Toy Hospital as one of the outstand ing piece of charity work done by Bhanghai Rotarians and this he said has made thousands of poor Chinese happy and gay Mr Pitch co",1936,"s similar part was played by the Rotarians in Shanghai in the School for Poor Russian Children in Shanghai The funds in this con nection he said was raised through charity ball and other means by the Rotary Club Lastly Mr Fitch' referred to the Toy Hospital as one of the outstand ing piece of charity work done by Bhanghai Rotarians and this he said has made thousands of poor Chinese happy and gay Mr Pitch co"
"615","1371612703","Feature, Article","19361003","Fitch Speaks Before Rotary In Nanking","The China Press","utstand ing piece of charity work done by Bhanghai Rotarians and this he said has made thousands of poor Chinese happy and gay Mr Pitch concluded his speech with short remark on extension work of the","Rotary Club","in Shanghai He cited his personal experience in connection with the organization of the Hangchow chapter which had                 its cradle at the Lakeview Hotel When he arrived in Hangchow from Sh",1936,"utstand ing piece of charity work done by Bhanghai Rotarians and this he said has made thousands of poor Chinese happy and gay Mr Pitch concluded his speech with short remark on extension work of the Rotary Club in Shanghai He cited his personal experience in connection with the organization of the Hangchow chapter which had                 its cradle at the Lakeview Hotel When he arrived in Hangchow from Sh"
"616","1371612703","Feature, Article","19361003","Fitch Speaks Before Rotary In Nanking","The China Press","onnection with the organization of the Hangchow chapter which had                 its cradle at the Lakeview Hotel When he arrived in Hangchow from Shanghai with that important mis sion of organizing","Rotary Club","in the lakeside city he received none-too-encouraging remark from his brother who went to the sta tion to meet him The latter said that people in Hangchow did not want Rotary Club organized in their",1936,"onnection with the organization of the Hangchow chapter which had                 its cradle at the Lakeview Hotel When he arrived in Hangchow from Shanghai with that important mis sion of organizing Rotary Club in the lakeside city he received none-too-encouraging remark from his brother who went to the sta tion to meet him The latter said that people in Hangchow did not want Rotary Club organized in their"
"617","1371612703","Feature, Article","19361003","Fitch Speaks Before Rotary In Nanking","The China Press","sion of organizing Rotary Club in the lakeside city he received none-too-encouraging remark from his brother who went to the sta tion to meet him The latter said that people in Hangchow did not want","Rotary Club","organized in their midst But Mr Pitch went to the Lakeview Hotel and there he sought the help of the hotel mana ger asking the latter to get busy on the telephone inviting 20 lead ing men in Hangchow",1936,"sion of organizing Rotary Club in the lakeside city he received none-too-encouraging remark from his brother who went to the sta tion to meet him The latter said that people in Hangchow did not want Rotary Club organized in their midst But Mr Pitch went to the Lakeview Hotel and there he sought the help of the hotel mana ger asking the latter to get busy on the telephone inviting 20 lead ing men in Hangchow"
"618","1371612703","Feature, Article","19361003","Fitch Speaks Before Rotary In Nanking","The China Press","phone inviting 20 lead ing men in Hangchow to attend dinner at the hotel The entire task of telephoning was done in less than four hours and mosC of the people approached came The pro posal of having","Rotary club","or ganized in Hangchow Mr Fitch said was unanimously accepted The Thursday meeting of Nan king Rotary Club was presided over by Mr Mead Manager of the Standard Oil Company in Nankin Several announcem",1936,"phone inviting 20 lead ing men in Hangchow to attend dinner at the hotel The entire task of telephoning was done in less than four hours and mosC of the people approached came The pro posal of having Rotary club or ganized in Hangchow Mr Fitch said was unanimously accepted The Thursday meeting of Nan king Rotary Club was presided over by Mr Mead Manager of the Standard Oil Company in Nankin Several announcem"
"619","1371612703","Feature, Article","19361003","Fitch Speaks Before Rotary In Nanking","The China Press","done in less than four hours and mosC of the people approached came The pro posal of having Rotary club or ganized in Hangchow Mr Fitch said was unanimously accepted The Thursday meeting of Nan king","Rotary Club","was presided over by Mr Mead Manager of the Standard Oil Company in Nankin Several announcements was made by the president including one call ing upon all those Nanking Rotarians who had their birthd",1936,"done in less than four hours and mosC of the people approached came The pro posal of having Rotary club or ganized in Hangchow Mr Fitch said was unanimously accepted The Thursday meeting of Nan king Rotary Club was presided over by Mr Mead Manager of the Standard Oil Company in Nankin Several announcements was made by the president including one call ing upon all those Nanking Rotarians who had their birthd"
"620","1324856396","Feature, Article","19300606","""Father And Son"" Meet Is Held By Rotary Club At Union Club Tiffin","The China Press","Father And Son Meet Is Held By","Rotary Club","At Union Club Tiffin                 Yesterday was Father and Son Day meeting of the Shanghai Rotary Club when large number of rotarian fathers and sons attended the tiflin held at the Union Club Mr",1930,"Father And Son Meet Is Held By Rotary Club At Union Club Tiffin                 Yesterday was Father and Son Day meeting of the Shanghai Rotary Club when large number of rotarian fathers and sons attended the tiflin held at the Union Club Mr"
"621","1324856396","Feature, Article","19300606","""Father And Son"" Meet Is Held By Rotary Club At Union Club Tiffin","The China Press","Father And Son Meet Is Held By Rotary Club At Union Club Tiffin                 Yesterday was Father and Son Day meeting of the Shanghai","Rotary Club","when large number of rotarian fathers and sons attended the tiflin held at the Union Club Mr Geo Pitch the president was in the chair and after the usual rotary songs and the guests                 h",1930,"Father And Son Meet Is Held By Rotary Club At Union Club Tiffin                 Yesterday was Father and Son Day meeting of the Shanghai Rotary Club when large number of rotarian fathers and sons attended the tiflin held at the Union Club Mr Geo Pitch the president was in the chair and after the usual rotary songs and the guests                 h"
"622","1324856396","Feature, Article","19300606","""Father And Son"" Meet Is Held By Rotary Club At Union Club Tiffin","The China Press","""Father And Son"" Meet Is Held By","Rotary Club","At Union Club Tiffin",1930,"""Father And Son"" Meet Is Held By Rotary Club At Union Club Tiffin"
"623","1321485944","Image/Photograph","19291128","Distinguished Rotarian","The China Press","Distinguished Rotarian                 Mr John Nelson of the Sun Li fe Insurance of Canada member of the Montreal","Rotary Club","and gov of International Rotary who was guest of honor at the tiffin me eting of the Rotary Club held at the Astor House yesterday",1929,"Distinguished Rotarian                 Mr John Nelson of the Sun Li fe Insurance of Canada member of the Montreal Rotary Club and gov of International Rotary who was guest of honor at the tiffin me eting of the Rotary Club held at the Astor House yesterday"
"624","1321485944","Image/Photograph","19291128","Distinguished Rotarian","The China Press","ed Rotarian                 Mr John Nelson of the Sun Li fe Insurance of Canada member of the Montreal Rotary Club and gov of International Rotary who was guest of honor at the tiffin me eting of the","Rotary Club","held at the Astor House yesterday",1929,"ed Rotarian                 Mr John Nelson of the Sun Li fe Insurance of Canada member of the Montreal Rotary Club and gov of International Rotary who was guest of honor at the tiffin me eting of the Rotary Club held at the Astor House yesterday"
"625","1321449373","Front Page/Cover Story","19291128","Nelson Delivers Inspiring Talk On World Fellowship At The Rotary Club Tiffin","The China Press","Nelson Delivers Inspiring Talk On World Fellowship At The","Rotary Club","Tiffin                 Chairman Of Canadian Delegation To Kyoto Conference Preaches International Goodwill To Maintain World Peace                 Although yesterday s tiffin meeting of the Rotary Cl",1929,"Nelson Delivers Inspiring Talk On World Fellowship At The Rotary Club Tiffin                 Chairman Of Canadian Delegation To Kyoto Conference Preaches International Goodwill To Maintain World Peace                 Although yesterday s tiffin meeting of the Rotary Cl"
"626","1321449373","Front Page/Cover Story","19291128","Nelson Delivers Inspiring Talk On World Fellowship At The Rotary Club Tiffin","The China Press","tary Club Tiffin                 Chairman Of Canadian Delegation To Kyoto Conference Preaches International Goodwill To Maintain World Peace                 Although yesterday s tiffin meeting of the","Rotary Club","at the Astor House at which Mr Bos presided was not an official one it was red letter day in the annals of Shanghai Rotary in that one of the finest speeches ever delivered locally was made by Mr Joh",1929,"tary Club Tiffin                 Chairman Of Canadian Delegation To Kyoto Conference Preaches International Goodwill To Maintain World Peace                 Although yesterday s tiffin meeting of the Rotary Club at the Astor House at which Mr Bos presided was not an official one it was red letter day in the annals of Shanghai Rotary in that one of the finest speeches ever delivered locally was made by Mr Joh"
"627","1321449373","Front Page/Cover Story","19291128","Nelson Delivers Inspiring Talk On World Fellowship At The Rotary Club Tiffin","The China Press","taken1 home and presented to Bristol Rotarians one had been presented to Dean Johnson of Chicago Rotary and one which he had had mount ed in Chinese hardwood they were now presenting to the Montreal","Rotary Club","through Mr Nelson Mr Bos said Ladies and Gentlemen Fellow Rotarians You have heard the sad news                 Nelson Delivers Inspiring Talk On World Fellowship At The Rotary Club Tiffin Continued",1929,"taken1 home and presented to Bristol Rotarians one had been presented to Dean Johnson of Chicago Rotary and one which he had had mount ed in Chinese hardwood they were now presenting to the Montreal Rotary Club through Mr Nelson Mr Bos said Ladies and Gentlemen Fellow Rotarians You have heard the sad news                 Nelson Delivers Inspiring Talk On World Fellowship At The Rotary Club Tiffin Continued"
"628","1321449373","Front Page/Cover Story","19291128","Nelson Delivers Inspiring Talk On World Fellowship At The Rotary Club Tiffin","The China Press","g to the Montreal Rotary Club through Mr Nelson Mr Bos said Ladies and Gentlemen Fellow Rotarians You have heard the sad news                 Nelson Delivers Inspiring Talk On World Fellowship At The","Rotary Club","Tiffin Continued from Page 1, Col 7,1 1                 about the untimely death of Helen the beloved daughter of our Mack MacLachlln We know how vain it is to gild grief with words but we also know",1929,"g to the Montreal Rotary Club through Mr Nelson Mr Bos said Ladies and Gentlemen Fellow Rotarians You have heard the sad news                 Nelson Delivers Inspiring Talk On World Fellowship At The Rotary Club Tiffin Continued from Page 1, Col 7,1 1                 about the untimely death of Helen the beloved daughter of our Mack MacLachlln We know how vain it is to gild grief with words but we also know"
"629","1321449373","Front Page/Cover Story","19291128","Nelson Delivers Inspiring Talk On World Fellowship At The Rotary Club Tiffin","The China Press","ation to the bereaved parents And now Ladies and Gentlemei and Fellow Rotarians let us rise silence for moment as sign mourning and sympathy Mr Harris introduced tin speaker Mr John Nelson fellow the","Rotary Club","of Montreal Governor of 28 districts of inter national Rotary and chairman the Canadian delegation to th Pan-Pacific Conference at Kyoto NELSON S SPEECH Mr John Nelson said It is great pleasure to ha",1929,"ation to the bereaved parents And now Ladies and Gentlemei and Fellow Rotarians let us rise silence for moment as sign mourning and sympathy Mr Harris introduced tin speaker Mr John Nelson fellow the Rotary Club of Montreal Governor of 28 districts of inter national Rotary and chairman the Canadian delegation to th Pan-Pacific Conference at Kyoto NELSON S SPEECH Mr John Nelson said It is great pleasure to ha"
