"","DocId","Date","Year","Source","category","Title","Text"
"87","1319897114","19200918",1920,"The China Weekly Review","Feature, Article","Mr. Stevens, Consortium Representative to Sail in October","w weeks ago has now been reprinted in pamphlet form With the lecture is incorporated the comment and observations of Hon Jernigan of Shanghai Dr Willoughby's lecture was delivered before the Shanghai Rotary Club and the American University Club of Shanghai and owing to the high standing of the former legal adviser it has received much comment both in China and abroad He is the author of Foreign Rights and In"
"88","1319897123","19200918",1920,"The China Weekly Review","Feature, Article","Men and Events","n the graduating class George Treadwell formerly assistant manager of the Chinese American Publishing Companv Shang hai and secretary ot the Rotarv Club Shanghai has become executive secretary of the Rotary Club of Chicago whose membership is 400 with permanent headquarters in the Hotel Sherman He wishes to be of any possible service to Shanghai residents who mav be travelling in the states Dr Stanley Hornhe"
"89","1319898744","19200417",1920,"The China Weekly Review","Feature, Article","Men and Events","ager of the Conditioning and Testing House of New York urged American and Chinese cooperation in bringing the product up to modern standards in talk before the weekly luncheon meeting of the Shanghai Rotary Club at the Cafe Parisien on Thursday April 8. Frazier Hunt foreign correspondent of the Chicago Tribune also spoke giving his personal observations 011 the Russian situation Mr Hunt declared that the gre"
"90","1319899319","19261204",1926,"The China Weekly Review","Feature, Article","Men and Events","onal president of the in the United States addressed the Sunday afternoon service at the on Sunday Nov 28 on the subject The Christian Woman and the World of Today The regular meeting of the Shanghai Rotary Club last week was held on Friday Nov 26 at the Astor House Hotel the speaker being Dr David Yui of the National Committee who talked on the subject Nationalism and Internationalism An action has been bro"
"91","1319901377","19280623",1928,"The China Weekly Review","Feature, Article","Shanghai American School Graduates 27 Pupils","Elam Anderson the principal conducted the presentation of the class and Walker awarded th e diplomas An interesting feature of the exercises was the awarding of the scholarships and prizes as follows Rotary Club scholarship by Mardcn to Russell Robijison American Association of University Women scholarship by Mrs Geo Fitch to Elizabeth Manget Pomona College scholarship by the Rev Boynton to Catherine Laird C"
"92","1319901937","19280623",1928,"The China Weekly Review","Feature, Article","Men and Events","Christian Council who recently returned from an extended trip in the Yangtsze valley occupied the pulpit at the Community Church Shang hai Sunday June 17. The address which was to be given before the Rotary Club June 21 by Lemiere has been postponed until the meeting to be held June 28. Mr Lemiere will speak on Shanghai Past Present and Future The annual meeting of the Shanghai branch of the Royal Asiatic So"
"93","1319903688","19301227",1930,"The China Weekly Review","Feature, Article","Who's Who in China","een engaged in private practice of optometry in Shanghai mem                 ber oi the American Optometries Association of North America Beta Kappa Sigma International Fraternity of Optometry of the Rotary Club of Shanghai and honorary member of the Optometrical Society of the city of Nov 1 ork address William It Yen's OHico Sassoon House Shanghai Wang Shih-chung salt born at Soochow Kiangsu Aug 18, 1893; r"
"94","1319904253","19310418",1931,"The China Weekly Review","Feature, Article","Shanghai Voters Reject Majestic Purchase Proposal","ntative for China Japan and the Philippines with headquarters first in Manila and later in Shanghai Cross acting branch manager in Shanghai recently returned to New York on homo leave Rotary Club Is Organized at Hangchow The Hangchow Rotary Club was inaugurated April 11 at the Lake View Hptel Eleven Shanghai members and one Peiping member Lin were present The Hang chow Rotary Club begins with eadquarters first in Manila and later in Shanghai Cross acting branch manager in Shanghai recently returned to New York on homo leave                 Rotary Club Is Organized at Hangchow The Hangchow Rotary Club was inaugurated April 11 at the Lake View Hptel Eleven Shanghai members and one Peiping member Lin were present The Hang chow Rotary Club begins with 18 members 10 Chinese 4 Americans and 4 British a Rotary Club Is Organized at Hangchow The Hangchow Rotary Club was inaugurated April 11 at the Lake View Hptel Eleven Shanghai members and one Peiping member Lin were present The Hang chow Rotary Club begins with 18 members 10 Chinese 4 Americans and 4 British as follows Messrs Tu Ginarn Lao Liu Lee Chou Lee Oliver Robert Fitch Ho Hsu Mc- Mullen Sing Bea Chang Liu John Curtis Shaw Charles Lee Craw"
"95","1319904277","19310328",1931,"The China Weekly Review","Feature, Article","Men and Events","the Shanghai Pan-Pacific Association tiffin Friday March 27. Julean Arnold American Commercial Attache spoke on the subject of Tourism China's Grand Opportunity at last week s meeting of the Shanghai Rotary Club Dr Warnshuis of the International Missionary Council New York who has been in China for some time was scheduled to depart for the United States on March 27. Huston American Consul in charge of the Co and group of Filipino officials on board is making good will tour in southern waters Governor-General Davis was enthusiastically welcomed in Singapore last week where he was the principal speaker at Rotary Club banquet attended by persons of 29 different nationalities Four Chinese policemen of the Shanghai Foreign Settlement and two other Chinese were found to be in volved in the 18 500 burglary on Feb 28 o"
"96","1319904793","19290427",1929,"The China Weekly Review","Feature, Article","Manila Police Quell Chinese Riot After Pistol Battle","Peking correspondent of the Chicago ribune who was in Manila on visit The Chamber according to the United Press quoted Mr Dailey as asserting in speech before the regular weekly meeting of the Manila Rotary Club that tiie present National Government of China in Nanking is like its predecessors in Peking that all governments of China have their price and that China to-day as in the past lacks real central gov"
"97","1319905299","19310411",1931,"The China Weekly Review","Feature, Article","Dr. Fong Sec Installed as President of Shanghai Rotary Club","Dr Fong Sec Installed as President of Shanghai Rotary Club Dr Fong Sec was installed as president of Shanghai Rotary Club at dinner given at the American Club April 1. Dr Fong Sec succeeds George Fitch general secretary of the Foreign Other o Dr Fong Sec Installed as President of Shanghai Rotary Club                 Dr Fong Sec was installed as president of Shanghai Rotary Club at dinner given at the American Club April 1. Dr Fong Sec succeeds George Fitch general secretary of the Foreign Other officers installed at the same time were Harris vice president Chu honorary trea Dr. Fong Sec Installed as President of Shanghai Rotary Club "
"98","1319905314","19310411",1931,"The China Weekly Review","Editorial, Commentary","Some Interesting Far Eastern Events and Political Tendencies","ollowing considerable stay in China Japan and India has be in the Philippines for several weeks inves what he termed nationalist move ments and international relations In an address before the Manila Rotary Club on March 26, the text of which occupied two columns in Far Eastern foreign newspapers Dr Gibbons declared that under existing conditions in the Orient complete or absolute imme diate or even partial"
"99","1319905958","19260703",1926,"The China Weekly Review","Feature, Article","Men and Events","o- sophical Lodge died in that city on Wednesday June 16, her death being due to smallpox Frazar he id of Frazar and Company of Tokyo who is now on business trip in North China addressed the Tientsin Rotary Club on Thursday June 17. Ralph Roundtree American artist specializing in Far Eastern subjects held an exhibition and sale of his products in Shanghai this week at the Chinese-American Publishing Company"
"100","1319906006","19310620",1931,"The China Weekly Review","Feature, Article","Men and Events","front entrance of the Central Hospital June 12. Except for shock the pilot escaped any injuries The motor and wings of the plane were damaged Baldwin Fong son of Dr Fong Sec president of the Shanghai Rotary Club and 11. Cheng 'con of the Rev Dr Cheng Ching-yi Moderator of the Church of Christ in China will depart from Shanghai with about 20 other delegates next week for America to attend the World's Conferen"
"101","1319907135","19261211",1926,"The China Weekly Review","Feature, Article","Men and Events","d Lady Macleay left Shanghai on Dec 7 or London Sidney Moss attorney of Shanghai is'' confined to the Isolation Hospital with serious attack of scarlet fever The American University Club and Shanghai Rotary Club held oint tiffin on Thursday Dec 9, the speakers being Dr Roorback and Dr Wu Lieu-teh Mr Parsons connected with the Mission at Kucheng Fukien province on who was kidnapped Nov 29, was by the bandits tor of the Hongkong and Shanghai Hotels Ltd returned to Shanghai last week from business trip to the United States Luca member of the Chinese Maritime Customs Staff at Shanghai addressed the Shanghai Rotary Club on Thursday Dec 2 on the subject Fascism in Italy Prof George Roorback professor of foreign trade at the School of Business Administration Harvard Un iversity will address the members of the American"
"102","1319907286","19261030",1926,"The China Weekly Review","Feature, Article","Men and Events","After traveling through Europe Mr riedman will return to China next spring by way of the L'nited States Dr Myers of the faculty of the College of Agriculture Nanking University addressed the Shanghai Rotary Club on Thursday Oct 21 on the subject of Plant- Breeding experiments and developments at the College of Agriculture at Xanking Harry Gibson for years connected with the 1'oster-McClellan Companv of Shang"
"103","1319907309","19261023",1926,"The China Weekly Review","Feature, Article","Men and Events","lar and diplomatic service for 24 years and has served at Stockholm Philad elphia New York City and Vladivostok Gardner Crane head of the American Players addressed the weekly meeting of the Shanghai Rotary Club on Thursday Oct 14, on the subject of the Modern Drama                 in the course of which he told of the plans of the American Players to construct modern theater in Shanghai Mrs Ralph Miller Joh"
"104","1319907412","19261106",1926,"The China Weekly Review","Feature, Article","Men and Events","here will be tea dance at the Union Club of Chang 33 Avenue Edward VII on the afternoon of Nov 9, from 5:30 to 7 30 o clock Lt Col Cosgrove Canadian Trade Commissioner to China addressed the Shanghai Rotary Club on Oct 26 at the Majestic Hotel Lockwood of the National Committee accompanied by his family departed last week for the United States on home leave Carl Seitz manager of the China Import and Export L"
"105","1319910824","19280407",1928,"The China Weekly Review","Feature, Article","Frank S. Williams Takes Over China Trade Act Registrations","ding Company and from 1919 to 1927 he served as manager of the American Trading Company and Is Inc at                 Tientsin                 While in Tientsin Mr Williams served as president of the Rotary Club and of the Tientsin American Chamber of Com merce and was Chairman of the Board of Trustees of the Tientsin American School He entered the service of the Department of Commerce on December 5, 1927 as"
"106","1319911840","19280929",1928,"The China Weekly Review","Feature, Article","Five Board System of Government Decided Upon","anghai Rotarians Go to Japan Fitch of the Foreign Dr Fong Sec ot the Commercial Press Jee of the Peacock Motien Picture Corporation du Pac de Marsoulies French lawyer Marden president of the Shanghai Rotary Club Nieli of the Heng Foong Cotton Manufacturing Co Shengle of the Kiangsu Chemical Works Dr Yen Chin ese Optical Co and Kimball of the International Savings Society sailed from Shanghai September 26 for"
"107","1319912081","19280526",1928,"The China Weekly Review","Feature, Article","Men and Events","utumn Rover former representative in Shanghai for the Russian Toss News Agency has returned to Shanghai from trip to Moscow and has resumed his duties Prof Robertson for the second time addressed the Rotary Club in Shanghai on Thursday May 24.' The subject of Professor Robertson's speech was Television Miss Mary Lyon Lowrie of the American Presbyterian Mission Shanghai was married to the Rev William Clark of"
"108","1319914240","19281229",1928,"The China Weekly Review","Editorial, Commentary","MR. O'NEILL AND SHANGHAI'S SNOOPS AND GOSSIPS","is attempt at concealing his identity If he had written his name with grand flourish on the hotel register sent canned interviews to all the newspapers and delivered an address at the Rotary Club few would have paid any particular attention to him but when he attempted to conceal his identity that naturally stirred up all of the snoops and gossips in our little village and they proceeded to m"
"109","1319914655","19281201",1928,"The China Weekly Review","Feature, Article","Chinese Must Settle Chinese Questions, is Basic U. S. Policy","asic Policy                 The fundamental principle of American policy concerning China is that Chinese questions can be solved permanently only by the Chinese themselves Dr Corwin told the Peiping Rotary Club at its regular meeting recently as reported by the Peking Leader Dr Corwin succeeded President Woodrow Wilson and Dr Willoughby as head of the department of politics at Princeton and this semester is"
"110","1319915028","19281229",1928,"The China Weekly Review","Feature, Article","Indigo and the Chinese Dye Industry","y by two German facto ries About ten years later Swiss dyestuff company began its production By ly 14 artificial indigo was imported into -r rhis article is the gist of an address recent y before the Rotary Club in Tientsin Mr Richardson is connected with th National Anil ne and Chemical Co                 China to the amount of forty to fifty million pounds annually and he growing of had sharply declined Wh"
"111","1319916438","19290525",1929,"The China Weekly Review","Feature, Article","Abend-Daiiey Deportation Incidents Settled","matter has been                 satisfactorily adjusted and neither of the correspondents would be asked to depart from China Mr Dailey's com plications came from speech which he delivered before the Rotary Club in Manila in the course of which he was alleged to have declared that the present National Govern ment is little different from the previous Chinese Government which it displaced Members of the Kuomi"
"112","1319917071","19290330",1929,"The China Weekly Review","Feature, Article","Dr. Kemmerer Outlines Work of Financial Commission","Dr Kemmerer Outlines Work of Financial Commission                 Dr Walter Kemmerer head of the Kemmerer Com mission addressed the members of the Rotary Club at the regular meeting of the Club held at the Astnr House Shanghai March 21, Dr Kemmerer outlined the work the organization and the length of time usually required to complete the work of giving fin"
"113","1319917841","19290511",1929,"The China Weekly Review","Feature, Article","China Officially Asks Rendition of Provisional Court","ave sent out reports from China Mr Dailey is at present in Manila where the Chinese Chamber of Coinmcrc- has formally protested against speech on the Chinese situation which he made before the Manila Rotary Club Mr Abenid who has recently returned to Peking in an extended trip to Shanghai Nanking Harkow and Shantung denies any unfriendly feeling or lack of sympathy with China or the Chinese people Improvemen"
"114","1319918081","19290323",1929,"The China Weekly Review","Feature, Article","Men and Events","Sail Francisco March 29, to be attached to the bar Eastern division of said press association Dr Walter Kemmcrer head of the Kemmerer Financial Commission now in Shanghai addressed the members of the Rotary Club at the regular meeting of the club at the Astor House March 21 on the subject of The work of financial advisers to governments architect for Dr Sun Yat-sen s Memorial Hall and Tomb in Nanking and Mem"
"115","1319919770","19290727",1929,"The China Weekly Review","Feature, Article","Some Observatious on the U. S. Government","Some Observatious on the Government                 By SAO-KE ALFRED SZE                 This paper was delivered as an address before the Tientsin Rotary Club at its meeting in the Astor House Hotel in Tientsin July 11.)                 DURING the eight years which recently spent in Washington my chief concern was of course with regard to pending internati"
"116","1319920843","19290713",1929,"The China Weekly Review","Editorial, Commentary","DR. T. Z. KOO AND THE BRITISH HOTELS","Fong Sec formerly head of the English Editorial Department of the Commercial Press wrote letter to the same paper in which the following paragraph appeared About two years ago Dr Koo spoke before the Rotary Club of Shanghai He told of this incident without mentioning the name of the hotel At the conclusion of his address the manager of the Astor House Hotel who was present apologized to Dr Koo before that au"
"117","1319921975","19210115",1921,"The China Weekly Review","Feature, Article","Men and Events","r the opening of he new show rooms of the Wah Chang Trading                 Corporation at 4-5 Bubbling Well Road Shanghai on Saturday January 15, from 10 o clock to 4 111. The weekly meeting of they Rotary Club of Shanghai was held at the Astor House Hotel on Thursday January 15. The meeting was opened to members only and talk on coast-wise shipping was made by Feely of Jardine Matheson Company Ltd George F"
"118","1319922393","19321126",1932,"The China Weekly Review","Feature, Article","Rotarian Speaker Describes China's Wheat Trade","Rotarian Speaker Describes China's Wheat Trade                 Arthur Eveleigh manager of the import department of Burkill Co addressed the Shanghai Rotary Club November 10 on Grain Imports into China Mr Eveleigh devoted himself mostly to the item of wheat He mentioned that the Shanghai mills draw their supplies of Chinese wheat fiom six of the provinces aro"
"119","1319924244","19330408",1933,"The China Weekly Review","Feature, Article","Men and Events","ng handed over to the Public Safety Bureau authorities by the Settlement court Hugo Sandor director and vice-president and general manager of the Asia Realty Company elected president of the Shanghai Rotary Club for the ensuing year He succeeds Harris who has been elected member of the Shanghai Municipal Council The Peiping Branch of the National City Bank of New York has been victimized by forger who believ"
"120","1319929315","19201002",1920,"The China Weekly Review","Feature, Article","Men and Events","t has been sent to French-Indo China Jack Mason correspondent for the Newspaper Enterprise Association an organization supplying news to more than 400 American newspapers addressed the members of the Rotary Club at the Astor Hotel 011 Thursday September 30, on the Japanese military expedition in Siberia He charged the Japanese with unprecedented cruelties and devasta tion of more than dozen Siberian towns an"
"121","1319930017","19210108",1921,"The China Weekly Review","Feature, Article","Men and Events","provincial news and translations from the Chinese press An account of experiences in India and Egypt was given by Murphy of Murphy and Dana architects 4 The Bund Shanghai at the weekly meeting of the Rotary Club on Thursday January 6, at the Astor House Hotel Mr Murphy has just returned from trip around the world Eberhardt American Consul-at-large who has been inspecting consuls in North China recently arriv"
"122","1319932442","19220408",1922,"The China Weekly Review","Feature, Article","Men and Events","ring on the Effect of the Conference in Respect to China More than 1,000 business and professional men of Washington and several members of Congress attended the meeting The board of directors of the Rotary Club Shanghai held meeting on Tuesday afternoon April 4, at which' time the following new members were elected to serve as officers of the organization for the coming year Lane president Hawkings vice-pre"
"123","1319933281","19220218",1922,"The China Weekly Review","Editorial, Commentary","Editorial Article 4 -- No Title","THE ROTARY CLUB OF SHANGHAI at an open meeting held on Thursday February 9, considered the subject of conditions of labor in the mills of China This club throughout the world has name for disinterested public servic ss and the industrial point of view is valuable con tribution to international good will and an indication to other industrial centers in China that the problem is worth attacking The speakers at the Rotary Club luncheon dealt with all angles of the problem No single point was emphasized more than others unless it was child labor It is time that Shanghai make some serious attempt to deal in broad and in way phasized more than others unless it was child labor It is time that Shanghai make some serious attempt to deal in broad and in way with the industrial laborers that crowd its streets We hope that the Rotary Club will do its part and will bring the public to see the impor tance of the problem that the club has begun to consider The Rotary Club has made good start and we wish them success in whatever attempts th the industrial laborers that crowd its streets We hope that the Rotary Club will do its part and will bring the public to see the impor tance of the problem that the club has begun to consider The Rotary Club has made good start and we wish them success in whatever attempts they may be able to make to give concrete and practical form to the public opinion of the Shanghai community Professor Cannan of the that communities ought to have before them Nations like parents says Professor Cannan should desire their children to do the finest and best paid work in the world China is long way from this but the Rotary Club is helping her to move in the right direction"
"124","1319935662","19220318",1922,"The China Weekly Review","Feature, Article","The Spread of the Strike Evil in China","their own potentiality and importance as social factor Here is what Kirk Corkery an American engineer who has had wide experience with Chinese operatives had to say in an address delivered before the Rotary Club of Shanghai two years ago Even in the last three years there is change in the attitude of Chinese labor due to the influence of Japanese American and European labor troubles Although there are labor"
"125","1319935994","19220401",1922,"The China Weekly Review","Feature, Article","Secretary Hughes Compliments Chinese Chief Delegate","Secretary Hughes Compliments Chinese Chief Delegate                 Hon Charles Hughes Secretary of State of the United States on Monday February 13, sent telegram to the Rotary Club of Fort Wayne Indiana in which he complimented in highest terms the work of Dr Sao Ke Alfred Sze chairman of the Chinese Delegation at the Washington Conference The occasion for the telegram was due work of Dr Sao Ke Alfred Sze chairman of the Chinese Delegation at the Washington Conference The occasion for the telegram was due to Dr Sze's presence in Fort Wayne to deliver an address before the Rotary Club Secretary Hughes telegram read as follows Am glad to know that you are to greet the Chinese Minister Dr Alfred Sze and am sure that you will have most interesting and instructive address from him Per"
"126","1319941033","19321001",1932,"The China Weekly Review","Feature, Article","C. T. Liang Speaks on Registration of Trademarks","Liang Speaks on Registration of Trademarks                 Liang1 of the Bureau of Trademarks was the speaker at the Shanghai Rotary Club tiffin held at the Hotel Metropole September 22. Speaking on the Registra tion of Trademarks Mr Liang among other things said In the main office here each division is headed by chief When an applicat"
"127","1319942848","19321015",1932,"The China Weekly Review","Feature, Article","""Japanese Sacrifice at Shanghai Failed to Bring China to Her Senses""","Japanese Sacrifice at Shanghai Failed to Bring China to Her Senses                 Commander Okano of the Japanese Navy was entertain ed by the Dairen Rotary Club at the Yamato Hotel Sept 29. Commander Okano who stopped at Dairen on his way to Geneva in the course of speech among other things said that the heavy sacrifice paid by Japan on the Shanghai front si"
"128","1319943708","19261218",1926,"The China Weekly Review","Feature, Article","Men and Events","in Shanghai for the Chicago Milwaukee and St Paul Railway is planning shortly to return to the United States Dr Wu Lien-teh chief of the Plague Prevention Service in Manchuria addressed the Shanghai Rotary Club on Thursday Dec 9 on the subject of plague prevention in China The plav Dulcy produced by the American Women's Club of Shanghai on Thursday Friday and Saturday evenings of last week at the Lyceum The e by Gen Chiang Kai-shek of the Southern forces in control of Hankow Prof George Roorbach of the foreign trade depart ment of Harvard University who is now visiting in Shanghai addressed the Shanghai Rotary Club and American Chamber of Commerce last week on the subject of business conditions in tho United States Sir Paul Chater of Hongkong who died some time ago left an estate of 000 000 in Hongkong and prop"
"129","1319961412","19211203",1921,"The China Weekly Review","Feature, Article","Shanghai College of Commerce Notes","nt and marketing of agricultural products especially tea and silk The stimulating talk was concluded with an appeal to students' spirit and method of organization and motto after that of the American Rotary Club He profits most who serves most The bureau of economic investigation and publications of the college has decided upon scheme of publishing monthly economic journal materials of which will be furnishe"
"130","1319969496","19291026",1929,"The China Weekly Review","Feature, Article","Men and Events","sailed for Japan to attend the Thirj Con ference of The Institute of Pacific Relations in Tokyo rff- Mr Henri Johannot Industrial Secretary of the rld Alliance at Goiicvw addressed the members of the Rotary Club at the Cathay Hotel on October 24. The subject of the address was The Boy in Industry Both the employees of the British-American Tobacco Co 's factories and the printers of the Commercial Press Ltd h"
"131","1319970880","19291012",1929,"The China Weekly Review","Feature, Article","Japanese News Reports on Chinese Situation","000 in imports Hankow Oct 6. Ho Chien is now reported to have commen ced military operations in pursuit of the troops untie Chang Fa-kuei Mukden Oct 6. The inaugural mc 'ting of the newly established Rotary Club was held yesterday with represen tatives of Rotarians in various parts ot Japan present Mukden Oct 7. The authorities of the Three astern Provinces have decided to issue bonds amounting to 20 000,000"
"132","1319971405","19270312",1927,"The China Weekly Review","Feature, Article","Men and Events","m The great Powers apparently have decided to treat China more liberally even if they have to use force to do so Putnam Weale Peking novelist and writer on China addressed the members of the Shanghai Rotary Club on Thursday March 3 on the subject The Economic Element in the Chinese Revolution Meyrier French Consul-General at Shanghai has been awarded the Chinese Third Class Chiaho decoration upon the recomme"
"133","1319974315","19201127",1920,"The China Weekly Review","Feature, Article","Men and Events","ngineer specializing in China wood oil and practical paint and varnish man For the next few months he will have his headquarters with The Fobes Company No 2 Siking Road At meeting of committee of the Rotary Club on Monday November 22, it was decided that real Christmas party would be given to some orphanage in Shanghai on Christmas day This committee will meet on Friday and visit the orphanages in Shanghai a"
"134","1319977018","19201204",1920,"The China Weekly Review","Feature, Article","Men and Events","of the faculty of the University of Michigan and resident representative of the American banks in the Con sortium is expected to arrive in Shanghai during December on the Monteagle At meeting of the Rotary Club on hursday December 2, it was decided that Christmas tree and party would be given for the Loong Hwa Orphanage on Christmas Day I11 addition to candy nuts and fruit to be given the children pair of w"
"135","1320038183","19270312",1927,"The China Weekly Review","Editorial, Commentary","THE EFFECT OF THE ECONOMIC ELEMENT","he Puking Government for many years was in Shanghai last week on his way to Hankow to investigate the situation in that city While Mr Weale was in Shanghai he delivered an address before the Shanghai Rotary Club on the subject The Economic Element in the                 Revolution making the point that the Chinese revolution has now reached the point in its develop ment where the question of economics has be"
"136","1320038647","19321112",1932,"The China Weekly Review","Feature, Article","Squatters Appeal Against Eviction Orders","Yenching Professor Points Out Mineral Wealth of Shansi Dr Erik Nystrom professor of geology at Yenching University and former resident of Shansi in the course of lecture before members of the Peiping Rotary Club Nov stated that Shansi is very rich in coal iron and other minerals lie said Shansi is bound to be industria lized sooner or later especially as only 20 per cent of the land in the province can be cu"
"137","1320965250","19230113",1923,"The China Weekly Review","Feature, Article","Men and Events","e employed and the work is proceeding rapidly as it must be completed before next summer s high water season in order to save the people of the district from further floods and suffering The Shanghai Rotary Club gave Christmas tree party to approximately 100 children and their mothers of the King's Daughter's Society on Saturday afternoon January 6. The party was held in the hall of the Union Church when sho"
"138","1320965579","19230203",1923,"The China Weekly Review","Feature, Article","Men and Events","tion on the existing vice conditions in the settlement The treasurer s report concludes the reading matter Dr Hawks Pott president of St John's University delivered an enlightening address before the Rotary Club at its meeting 6n January 25, on educational institutions in Shanghai Dr Pott pointed out the danger of highly developed selfish national spirit in the Far East He said the first school for foreign b"
"139","1320998045","19220930",1922,"The China Weekly Review","Feature, Article","Men and Events","erests on the American North Pacific coast While in Shanghai Mr Doremus served as member of the Board of Directors of the American Chamber of Commerce and the American Association was chairman of the Rotary club and was active in the affairs of the American community generally"
"140","1321037842","19230224",1923,"The China Weekly Review","Feature, Article","Men and Events","it in Tokyo will proceed to America for year s vacation which he expects to spend in Washington and New York He also expects to spend some time in London before returning to the Far East The Shanghai Rotary Club celebrated its eighteenth anniversary of the foundation of the organization at the weekly luncheon held on Thursday February 22, at the Union Club special program was given and several addresses were"
"141","1321039981","19230602",1923,"The China Weekly Review","Feature, Article","Men and Events","which is the largest group ever graduated from the school at one time One of the interesting events at this year s graduating exercises will be the awarding of two scholarships one to be given by the Rotary Club to the boy who has served his school best during four years and one given by the Shanghai branch of- the American Association of University Women to the girl for excellence of work The week s program"
"142","1321043248","19230407",1923,"The China Weekly Review","Feature, Article","Men and Events","ool administration The city spent in 1922, 243 256 for public school education according to statistics of the Bureau of Education The new officers elected to serve for the coming year of the Shanghai Rotary Club including the new board of directors are Hawkings president Britton vice-president Dr Petit secretary Chen treasurer and Evans Fitch Holgate Lane Ren and Dr New directors Sergeant-at-Arms Kimball The"
"143","1321058905","19221111",1922,"The China Weekly Review","Feature, Article","Chinese Blind School in Shanghai","Chinese Blind School in Shanghai                 In the spring of 1922, the Rotary Club of Shanghai gave an all day outing to the blind Chinese boy students in the Institution for the Chinese Blind 4 Edinburgh Road Shanghai of which George Fryer is superintendent When asked just what th he way of an entertainment the boys replied they wanted most car ride over Shanghai and foreign food for their lunch following the car ride Ten cars were used to convey the boys over Shanghai and the Rotary Club gave luncheon for them in the Hardoon Garden Bubbling Well Road                 After making tour of investigation through the school and seeing some of the excellent work being done by Mr and Mrs Fr ncheon for them in the Hardoon Garden Bubbling Well Road                 After making tour of investigation through the school and seeing some of the excellent work being done by Mr and Mrs Fryer the Rotary Club voted to donate building to the school to be used for industrial work This building which is of cement will soon be available as well as will the kitchen the expense of which was the result of indivi g to the school to be used for industrial work This building which is of cement will soon be available as well as will the kitchen the expense of which was the result of individual donations from the Rotary Club members The extra space lias solved the problem for the time being of                 An excellent display of just what can be accomplished by the sightless was viewed at the institution recently whe"
"144","1321059384","19230428",1923,"The China Weekly Review","Feature, Article","Views In Review","ld have only one-third control of the property and returned to the United States ih huff Subsequently however one-third was accepted as the most that could be got Rotary Tiffin on President Grant The Rotary Club of Shanghai were guests of the Admiral Oriental Line at tiffin Thursday April 26. on board the -- President Grant Captain Jensen escorted the Rotarians who numbered over 100, over the entire ship exp"
"145","1321059881","19221118",1922,"The China Weekly Review","Feature, Article","New Wireless Station to Connect China with Western World","New Wireless Station to Connect China with Western World                 Schwerin president of the Federal Telegraph Company of California arrived in Shanghai last week and at meeting of the Rotary Club on Thursday November 9, and at luncheon given to him by the Chinese Chamber of Commerce Shanghai told of his plan for new wireless plant in China and described the formation of the group which is pro"
"146","1321067321","19221230",1922,"The China Weekly Review","Feature, Article","Men and Events","ce as delegate of the American Bar Association of China Dr Fong Sec of the Commercial Press who has been on tour of the world returned to Shanghai last week on the Tenyo Maru Dr Fong Sec attended the Rotary Club convention while in Los Angles and received an honorary degree from Paloma College his alma mater while iri the United States He was accompanied on the trip bv Mrs Fong Sec The China Club of Seattle"
"147","1321077034","19230519",1923,"The China Weekly Review","Feature, Article","The Question of Foreign or Self-help for China as the Editors See It","cerned and was very anxious that every effort should be made to bring about their early release Many foreign organizations have passed resolutions concerning the outrage some of which follow Shanghai Rotary Club Resolved that Rotary In ternational be requested to use all their influence with the several governments represented in International Rotary urging them to take immediate action demanding the pro tec"
"148","1321192438","19250327",1925,"The China Press","Feature, Article","Directors Elected By Rotary Club","Directors Elected By Rotary Club new board or for the enroling year wad elected yen- terday at the anuual meeting of the Hhanghal HotJiry Club held at the AHtor Tho who will direct tho of the dub will be Mr It Ilagur Directors Elected By Rotary Club "
"149","1321194995","19300523",1930,"The China Press","Feature, Article","Rotary Club Hold Weekly Tiffin Meeting At Astor House; Large Attendance"," Rotary Club Hold Weekly Tiffin Meeting At Astor House Large Attendance                 Wentworth Delivers Interesting Address On Question of Free Silver Originally Advocated In By Bryan                 large num nteresting Address On Question of Free Silver Originally Advocated In By Bryan                 large number of members visiting Rotarians and guests attended the weekly tiffin meeting of the Shanghai Rotary Club held at the Union Club yesterday President Geo Pitch took the chair and during the tiffin Dr Hall delighted the assembly with                 iber of songs Mr Jee introduced the first speaker Dr Ever  Rotary Club Hold Weekly Tiffin Meeting At Astor House; Large Attendance"
"150","1321195012","19300604",1930,"The China Press","Front Page/Cover Story","Commissioner Of Trade Williams Is Transferred","man of the Board of Management of the Navy Vlcc-presi- dent of the Nomad Oasis member of the Staff Committee of the Shanghai American School mem ber of the Board of Directors of the Shanghai Rotary Club First Sergeant Lewis Machine Gun Corps American Troops member                 of the American Club the1 Colum- tEI bia Country Club rnd the Sharig- hai Golf Club All Shanghai's foreign community will"
"151","1321195322","19300525",1930,"The China Press","Image/Photograph","Photo Standalone 2 -- No Title","jjl Shanghai for more than ten years representing                 the Sandoz Chemical Works                 Photo by Young                 Studio                 ROTARIAN GROUP -- This meeting of the Rotary Club took place recently at the home of Mr Hawkins                 Photo by Wei Fong                 DINNER AT BANKER S CLUB-- group of eighteen young Chinese sons and daughters of prominent business men"
