"","DocId","Date","Title","Source","Text","year","nchar"
"214","SPSP193503061301","19350306","體育新聞行政院會議通過全運會舉行辦法七項　　决在首都及各省市間隔舉行　　、南京五日電、全運會舉行辦法七項、五日行政院會議通過、（一）爲提倡國民體育起見、每兩年舉行全國運動大會一次、在首都及各省市適當地點、用間隔之次序、","shunpao","國嘉賓大聚會岷里剌　　圭順演説菲人盛意待客　　廣東代表不滿意移民律　　　　　　狀况　七點船到碼頭、菲扶輪社男女代　　　華僑社團各代表、齊往歡迎、其女界一　　本地裝束、蟬翼之衣、曳地之裙、其代歩非新式摩託車、",1935,103
"215","SPSP193503061322","19350306","世界扶輪社在菲開會","shunpao","世界扶輪社在菲開會",1935,9
"216","SPSP193504191001","19350419","二千萬救濟工商放欵　决定本月底前實行　俾各業獲得資金應付四底結算　中中交三行主持先擬說細辦法　銀行公會將召開執委會議討論","shunpao","列西歷紀年、西人觀覽者當更覺便利也、　　漢堡森之談話　　英方委員漢堡森、R．T．Hobson曾於上海扶輪社茶會發表關於中國藝術之談話、計分四節、第一節、述中國藝術之光榮歷史、盛讚中國藝術之早並書畫之精妙、第",1935,103
"217","SPSP193505041005","19350504","美經濟考察團　昨由閩返滬今晨飛青","shunpao","下午五時在工商協會舉行談話會、該地市商會·銀行公會·等代表、均參加、下午六時、扶輪社、留美同學會等茶會晚八時三十分、市長沈鴻烈歡宴、五日上午參觀市政建設、午餐由市商會代表等招待、下午遊",1935,92
"218","SPSP193506030901","19350603","本市新聞財部實力援助錢業　孔財長昨午後由杭返滬決發公債二千萬元援助　　新聲社云、行政院副院長兼財政部長孔鮮熙、爲救濟市面安定人心、前晨、由京到滬後、曾一度召集銀行界領袖會商、嗣孔氏因事前晚赴杭、詎到杭勾留一宵、接中國銀行董事長宋子文氏之電促、卽於昨晨九時許、乘汽車循滬杭公路返滬、再在閔行換乘由滬往迎之自備汽車、於下午一時三刻抵埠、返西愛咸斯路私邸休息、旋卽於二時許、再行邀集銀錢業領袖續商救濟市面安定人心緊急辦法、首為宋子文氏往訪、繼市商會主席俞佐廷。錢業公會主席秦潤卿。等續至會談逾一小時之久、將近三時半、各人始辭出、其後於四時四十分、復有本市長吳鐵城往訪、晤談至五時半辭出云、　　財部援助　　中央社云、本埠錢業、前因美豐·明華·兩行停業關係、故亦有數家遭其波及、亦致宣吿淸理、錢業公會方面、因而呈請財部、予以援助、並由該同業公會主席秦潤卿代表、晋謁孔部長、瀝陳困難情形、孔部長以錢莊營業、爲救濟工商業、安定市面起見、關係工商業甚鉅、當已允由政府實力援助、經决定以錢業準備庫押品、財部先撥借公債兩千萬元、以資救濟、並派定徐堪·杜月笙·王曉籟·顧飴穀·秦潤卿·等組織委員會、負責辦理對於各錢莊之因正當營業、而周轉不靈者、放貸欽項、盡力援助、各錢莊得聞此舉、極深感荷、均已安心照常營業、又據財政部要員稱、孔部長對於本市銀行錢莊、向屬盡力援助、本市金融、極爲安定、市民儘可安心、勿爲奸人謠諑所動云云、　　錢業會議　　錢業同業公會、於昨日下午二時、舉行第二届第二十次會員代表常會、","shunpao","、上午八時正乘汽車至桐廬、再乘船遊七里瀧釣臺、遊覽富春江風景、上午十二時正駛至嚴子陵鈞臺附近、由杭州扶輪社在船上歡宴、下午一時三十分、由桐廬乘汽車返杭、下午四時正返西泠飯店休息、下午五時正參觀浙江大學、並應",1935,103
"219","SPSP193506060739","19350606","美考察團在杭游踪","shunpao","招待人員陪同乘汽車至閘口瞻錢江晨景、旋赴桐廬、換船游七里瀧釣台瀏覽富春江風景、十二時至嚴子陵釣台、由扶輪社在船上午宴、一時半由桐廬返杭、四時抵西冷休息、五時赴浙江大學參觀、對該校設備精神均贊許、嗣由該校農學",1935,103
"220","SPSP193508051101","19350805","大中華廠案可望結束　—雙方昨商定撫卹金—　組臨時保管及計算委員會　家屬向調人申謝撤銷訴訟","shunpao","及個人、向該廠定購者、為數頗多、大有供不應求之勢、　　先生　文濡，別署新舊物，為前清明經。主進步書局扶輪社輯政有年。嗣後任職中華文明二書局，編刊楹聯尺牘等書，事學者奉為　　。其偉大供獻，則為說庫，筆記大觀，",1935,103
"221","SPSP193508110913","19350811","扶輪社年會在靑閉幕","shunpao","扶輪社年會在靑閉幕",1935,9
"222","SPSP193508291401","19350829","敎育新聞敎部　編輯國語詞典　國府准支撥一萬一千元","shunpao","宣華、雙打卡爾生德字、林寳華、納維區、　　上海國際網球「扶倫盃」賽、英國戰勝中華、榮膺本届錦標、現由扶輪社社長　　本埠極司非而路七百五十號敎育編譯館出版敎育書籍、如敎育參考資料選輯等書、久經膾炙人口、茲聞該",1935,103
"223","SPSP193511040916","19351104","浙江省名勝導遊局　業務進展一般　劃分全省風景區　設立名勝管理處","shunpao","陳列廳原址從事整理、改裝一新、成立問訊處、日夜辦公、並設本省特產陳列櫉窗、以謀發展土產貿易、此次上海扶輪社社員旅行團·全運廣東隊來杭觀光團·等、均由該局計劃遊程、派員導遊、無不表示滿意、",1935,93
"224","SPSP193511050601","19351105","汪院長體溫如常人　　諾爾到京為汪診治　顴部縫綫昨已除去　各長官均入室晤談","shunpao","業、亦無一不日趨衰頹也、　　靑島通訊、靑島市長沈鴻烈、前赴西北各省考察農工商業及　舊文化、沈昨應靑島扶輪社之請、講演考察經過、及西北現况、並對開發西北富源、有所申述、茲錄講詞如下、以供關心西北民情者之參考、 不過七小時、足見交通進步　　青島通訊、青島市長沈鴻烈、前赴西北各省考察農工商業及　舊文化、沈昨應青島扶輪社之請、講演考察經過、及西北現况、並對開發西北富源、有所申述、茲錄講詞如下、以供關心西北民情者之參考、",1935,207
"225","SPSP193511101409","19351110","澳洲少女團　昨由日過滬返澳","shunpao","、前月過滬赴日、在日本勾留月餘、乘大來公司批亞士總統號輸、返澳途中、再度過滬、於前日下午抵埠、由國際扶輪社、僑滬澳人聯合會、分別招待、逗留一宵後、卽於昨日淸晨四時許、原輪過港返澳云、",1935,91
"226","SPSP193512210601","19351221","倫敦各報論評　　　對霍爾多表示同情　　倫敦　今晨報紙雖政治不同、但皆謂昨日下院辯論英法和平方案時、出色當行之人物爲代人受過、昨已辭職之霍爾爵士、至於首相鮑爾溫則有慚色焉、晨郵報稱、政府旣已贊成霍爾之政策矣、則應始終　霍爾同進退、方不失爲豪傑云、每日電聞稱、和平方案所引起的風潮之劇烈、鮑爾溫事前似絕未準備之云、彙聞報稱、救全政府者、非爲鮑爾溫、但爲反對黨領袖艾特里、蓋其言論遠有此决辯論所應有的標準之下、而其指責鮑爾溫榮譽之言、亦爲策略上之錯誤也云、泰晤十報稱霍爾之辭職、乃其政治生涯之暫時中止、非其結局、政府明白承認輿論之正當、並取消其倉促成就之决議、故得消弭反對之聲浪云、","shunpao","日本野心與德之威廉類似太平洋上美日終難免一戰　　美國拉維加斯　參院外交委員會主席畢德門今日在此間扶輪社演說、謂日本政府野心、頗與德國前皇威廉相似、其最後之目的實爲征服全球、長此以往、美國爲太平洋方面自衛",1935,101
"227","SPSP193602080801","19360208","北路前綫　阿軍勝利徵實　　士氣旺盛瑪城指日可下　採遊擊戰使敵疲於奔命　　　台西　愛爾蘭救護隊之隊員白羅斐爾醫士、今日抵此、徵實阿方所稱阿軍在丹此安境大勝意軍之說、白氏在距瑪加爾三哩處之救護隊中工作、策騾行十五日、始抵此間、此爲由北路陣棧返此之第一白人、白氏曾詳述救護隊隊員工作之困難情形、並謂諸人皆安好、惟念需一切用品、近兩日內彼等未接郵件、現旣無烟草又無食鹽、而在高氣壓下工作、每日平均醫治重傷之兵士百人、又稱、意飛機幾逐日以機關槍與炸彈轟擊救護隊之棚帳云、","shunpao","交專委主任王儒堂、原定七日乘機返京、今因氣候不佳、改乘湘和輪東下、王語記者、余三四年未到漢、此來視察扶輪社務、决談、中央外交專會、純粹研究性質、供中樞採納、磯谷報告書僅見報載、惟恐非全豹耳、某方常有各項協定",1936,103
"228","SPSP193602100501","19360210","時評","shunpao","責者及今努力事尙可爲爰因宋氏談話就所觀察闡述之深望有挽回之責者勿更誤時機也　　南京　王正廷飛漢、出席扶輪社會議、事畢、九日乘湘和輪抵京、稍憇卽於下午五時車赴滬、　　南京　甘省爲貫澈邊省貨幣政策、俾人民如限調",1936,103
"229","SPSP193602120601","19360212","時評幣制改革吿一段落  柳","shunpao","塲中攻擊日本之外交政策、稱之爲威脅美國、並違反中國之門戶開放政策、按畢氏於去年十二月間曾在拉維加斯之扶輪社中、間接指稱日本爲「國際海盜」、繼復自作批評、聲稱報紙所傳彼之演詞、頗有數處未盡準確、惟彼將於參院議",1936,103
"230","SPSP193602181101","19360218","王正廷昨訪孔祥熙　今日飛粵迎胡　啣中央非正式使命有所接洽　惟王左右則稱係爲衭險社事","shunpao","由京迎中當會主席胡漢民氏、啣中央非正式使命、與胡氏有所接洽、惟王氏左右則稱王氏此行、係爲視察粤地國際扶輪社事務、非專迎胡、又王氏曾於昨日上午十一時、至中央銀行、訪晤行政院副院長兼財政部長孔祥熙、談的半小時辭",1936,103
"231","SPSP193602221001","19360222","桂軍所攜省幣　在黔暫准通用　　香港　吳忠信覆李白電、謂貴軍奉令入黔勦匪、所携桂幣、當遵飭黔東南各縣、暫行通用、請貴省銀行來黔設辦事處、以資收兌等語、","shunpao","人資格訪胡、中央極盼胡人京、日俄戰爭有爆發可能、但須作相當準備、余二十二日赴省、　　福州　王正廷電閩扶輪社、定廿八日來省、敎廳分函各中學校、定廿九日在文藝劇塲歡迎、敦請王氏講演、（廿一日中央社電）　　福州",1936,102
"232","SPSP193602230801","19360223","國際商業電訊　二月二十二日路透社特約商情電","shunpao","濟南　鄄城黃河民埝决口已堵合、　　濟南　德經濟考察團克樸等一行、今早抵濟、午赴韓復榘宴、晚出席本巿扶輪社四週年會後赴靑、克等曾訪建廳長、詳詢本省經濟情况數小時　　貴陽　二十一日省府例會、通過本省試辦土地陳",1936,102
"233","SPSP193602290401","19360229","石敬亭抵京謁蔣　　南京　冀察綏靖公署總參議石敬亭、二十八日抵京、分謁蔣院長、馮副委長、何部長等、報告冀察近况、並商前平軍分會編餘職員安挿辦法、在京留三四日、卽返平覆命、","shunpao","糖向銀行抵押借欵、俟銷出後付返、藉使糖業發展、不致受困、　　福州　王正廷二十八日抵省談、此來純爲推進扶輪社務、下午四時召開社董聯會、晚赴美領署應全社公宴、並演講、定一日返滬、　　福州　坊口利東匪分向永泰平潭",1936,103
"234","SPSP193602290417","19360229","王正廷抵閩　召開扶輪社董事聯會","shunpao","王正廷抵閩　召開扶輪社董事聯會",1936,15
"235","SPSP193603010901","19360301","白崇禧　召桂學生訓話　　香港　白崇禧二十八日召桂全省學生代表訓話、勉以振起犧牲奮鬥精神、努力救國、","shunpao","聯芳來指導湘米改良、　　漢口　省府主席楊永奏氏及其夫人、於二十九日晚七時、假漢口球塲、招待親友及國際扶輪社社員、到中外名流百餘人、頗極一時之盛、　　香港　法擬在合浦海口增設領事、正與粵交涉中、　　倫敦金價",1936,102
"236","SPSP193603011001","19360301","魯蕩平由漢飛京　　漢口　中央委員魯蕩平、前日由湘到漢、二十九日午卽乘中航公司郵航機飛京、至魯氏兼任鄂省黨部特派委員、將於二日在中央黨部舉行宣誓禮、三四日內卽來鄂就職、","shunpao","訪陳濟棠李宗仁商粵桂湘經濟問題　　福州　王正廷抵省後、寓倉前山尙愛物宅、二十八日下午訪晤陳主席、麥加扶輪社茶會、與會者除該會董事劉愛其等外、美領步戈登日領中村曁中外人士三十餘人、席間王用英語報吿扶輪社進行情 、麥加扶輪社茶會、與會者除該會董事劉愛其等外、美領步戈登日領中村曁中外人士三十餘人、席間王用英語報吿扶輪社進行情形、二十九日晨十時、省會各校學生均赴文藝劇塲聆王演講、陳儀薩鎭冰於午晚先後宴待、晚八時應靑年會",1936,207
"237","SPSP193603021110","19360302","王正廷昨乘機來滬","shunpao","旬之前外交部長王正廷氏、在粵曾以私入資格往謁中常會胡主席西南各同志、晤談甚洽、旋王氏由粵赴閩、爲推進扶輪社事務、現在閩事務、已辦妥、昨晨乘中航公司北上機返滬、王氏抵滬後、仍卽將入京一行云、",1936,94
"238","SPSP193603211124","19360321","美靈登君携眷赴英","shunpao","營業事務在香港小住、然後乘維多利亞號赴熱奴亞、取道巴黎而至倫敦、美氏將在英國與中國有商業關係之各處向扶輪社演說、並擬至英國工業各要區、竭力謀使綱鐵與適於中國市塲之各種製造品與機器等推銷於中國、美氏將吿知英國",1936,103
"239","SPSP193603291401","19360329","國際扶輪社","shunpao","第八十一區定期年會　　中國與斐列賓之國際扶輪社、去年合組為國際扶輪社第八十一區、王正廷氏任第一屆區長、隸屬於本區者、有厦門·廣州·塞布·福州·杭州 第八十一區定期年會　　中國與斐列賓之國際扶輪社、去年合組為國際扶輪社第八十一區、王正廷氏任第一屆區長、隸屬於本區者、有厦門·廣州·塞布·福州·杭州·漢口·香港·伊羅陸。 ·廣州·塞布·福州·杭州·漢口·香港·伊羅陸。馬尼刺·南京·北平·上海·天津·濟南·靑島等十六地點之扶輪社、本區第一屆年會定於四月十三日十四日十五日在上海舉行、由上海扶輪社値會、該社現正籌備一切、將於各地代 上海·天津·濟南·靑島等十六地點之扶輪社、本區第一屆年會定於四月十三日十四日十五日在上海舉行、由上海扶輪社値會、該社現正籌備一切、將於各地代表到滬時、予以盛大之招待、國際扶輪總社派定前社長麥克勞博士為出席代 之招待、國際扶輪總社派定前社長麥克勞博士為出席代表、博士除參加會議外、並擬於年會前後、視察中國各地之扶輪社、　　新新社云、兩路管理局、昨奉鐵道部訓令、略開、土地陳報、重在整理田賦、編造征冊、更訂科則、以為全 國際扶輪社",1936,476
"240","SPSP193604030813","19360403","英前外相演說　英在遠東地位　作戰為不可能","shunpao","前外相張伯倫今日在此間扶輪社演說。謂英國所處地位、不能在遠東作戰、國聯在遠東方面勢力甚弱、此係顯著之事實、惟有日美兩國、始能維護",1936,64
"241","SPSP193604121101","19360412","浙滬購辦洋米　蘇商聯會電請制止","shunpao","建築物風月亭模型（國際社攝）　　會期三日討論服務四要點　總社特派前會長抵滬參加　　華東社云、國際扶輪社八十一區第一屆年會、包括中國·香港·菲律賓定明日下午七時起、在本市靜安寺路國際俱樂部開幕、會期三日、 以正當職業人員爲限、其宗旨、一·自動爲社會服務、二·本職業之服務、三·社會服務、　　本區狀況　　上海扶輪社、創立於一九一九年、社員遍華北華中華南等各處、並各組織十五分處、於去年內、又成立寗波·蕪湖·開封·汕 災荒、該社捐納之欵、爲數允多、　　全區會議　　該社於去年成立八十一區總會、今年第决總會議、合全區各處扶輪社、每二十五人以下推一代表、二十五人以上代表二人、（每多二十五人類推）來滬出席、總計中國各地二十一處、 發來滬、儘明日報到、　　明日開幕　　該會議定明日下午七時、在國際俱樂部開會、本區總監王儒堂博士、上海扶輪社會長朱溥泉、秘書海格等、正連日忙碌籌備、該會會議中心、卽在檢閱過去工作、討論服務中心、會議前籌備委員",1936,413
"242","SPSP193604121105","19360412","扶輪社八十一區年會　明日在滬開幕","shunpao","扶輪社八十一區年會　明日在滬開幕",1936,16
"243","SPSP193604140901","19360414","中交等五銀行組銀團　辦理收繭放欵　　總額二千萬元利息不到九厘　廠商請展收繭登記截止日期中國·交通·上海·江蘇·浙江興業·等銀行組織銀團、辦理江浙兩省收繭放欵、總額爲國幣二千萬元、茲誌詳情如下、　　中交五行合組銀團　江浙絲廠業、曾推派褚慧僧等、謁中國交通等銀行領袖宋漢章唐壽民等、請求借欵給絲廠商人、收買今年春繭、曾得各銀行之同意、今中國。交通。上海。江蘇。浙江興業。等五銀行、業經會議决定、由以上五銀行聯合組織銀團、辦理今春收繭放欵、總額爲二千萬元、　　二千萬元　五行分擔　該銀團總額二千萬元、由五家銀行分擔、以中國交通兩銀行居多數、上海江蘇浙江興業三銀行次之、規定凡江浙絲廠商人、得向該銀團申請借欵、經審査合格後、卽行核放、利息自八厘半至八厘七毫半、惟須三成塾頭、以收入之繭子、全部爲擔保品、　　收繭登記　明日截止　據絲業界息、浙江省蠶絲統制委員會辦理絲廠商人收繭登記决於明日","shunpao","請、又該會昨晚續到北平市政府、及中大等出品數百件、今日卽行陳列、尙有書籍兩大箱、多爲名貴之著作、扶輪社八十一區第一屆年會、昨日下午二時三十分起、在虹橋路六百號舉行遊園會、由總監王正廷介紹中西各社員代表、",1936,101
"244","SPSP193604140914","19360414","國際扶輪社　八十一區年會昨開幕","shunpao","國際扶輪社八十一區年會昨開幕",1936,14
"245","SPSP193604161301","19360416","吳市長昨招待　扶輪社社員　　有極誠摯之演說　　本市市長吳鐵城與夫人、於昨日","shunpao","中午、在市中心區市政府大禮堂招待國際扶輪社第八十一區第一屆年會之中西社員、計到中西男女來賓二百三十餘人、禮堂內純用中華式佈置、富麗雅緻、兼而有 賓二百三十餘人、禮堂內純用中華式佈置、富麗雅緻、兼而有之、宴席亦用中菜、並有絃樂隊奏樂、　　吳市長宴扶輪社社員　（王開攝）　　賓主言歡　　頗極一時之盛、席終吳市長起立致歡迎辭、並演說、略謂、在座諸君、今天辱 吳市長昨招待扶輪社社員　　有極誠摯之演說　　本市市長吳鐵城與夫人、於昨日",1936,212
"246","SPSP193605190701","19360519","英閣舉行會議　艾登報告外交局勢","shunpao","抵大連、第三日由大連飛回館山、　　　　柏林　國防部長白隆培將軍、今日下令禁止德國陸海空軍在役軍人加入扶輪社、德國扶輪社運動將爲受一打擊、　　　　馬尼刺　從珠良島大麻瘋院逃出之患麻瘋者六人、殺死漁人四名、奪其 日由大連飛回館山、　　　　柏林　國防部長白隆培將軍、今日下令禁止德國陸海空軍在役軍人加入扶輪社、德國扶輪社運動將爲受一打擊、　　　　馬尼刺　從珠良島大麻瘋院逃出之患麻瘋者六人、殺死漁人四名、奪其船、向相距四",1936,207
"247","SPSP193605190713","19360519","德國在役軍人　禁止加入扶輪社","shunpao","德國在役軍人　禁止加入扶輪社",1936,14
"248","SPSP193605191001","19360519","本市新聞","shunpao","總統號輪、其友入劉雲舫等、到埠歡送、該輪於午夜零時四十五分啟椗、預定抵美後、卽出席六月二十二日之國際扶輪社大會、然後再渡大西洋赴德出席世界運動大會、中央政委會秘書長朱家驊氏、特於昨晚八時、假座國際飯店、爲戴",1936,103
"249","SPSP193605191006","19360519","出席世運政府代表　戴季陶明晨啓　中德文協會等團體昨設宴歡餞朱家驊吳市長亦先後為戴餞別王正廷昨晚登輪赴美再行赴德","shunpao","並派考試院院長戴季陶氏、代表我國政府前往出席、王氏已於昨晚登大來公司之柯立芝總統輪啟程赴美、出席國際扶輪社大會、再赴德出席世運、戴氏則定今晚乘北德輪船公司那愛斯奴輪、啟程逕行赴德、昨晚各界先後設宴歡送、茲分",1936,103
"250","SPSP193606141308","19360614","印人凡吉夫達　旅行世界抵滬","shunpao","、各處公路雖優劣不同、但無過劣者、凡氏曾在沿途許多處演講、藉此以籌旅費、而多賴華人爲之繙譯、但在南京扶輪社及其他團體用英語演說時、聽者無需繙譯、其演講題多關於印度之事務、凡氏現擬北上赴平津、但其行動、大約將",1936,103
"251","SPSP193606201501","19360620","明日夏至　黄浦江有高潮","shunpao","國海港檢疫總管理處處長伍連德博士、封於提倡火葬、素極熱心、現已由市府聘爲上海市火葬塲籌建委員、昨午應扶輪社之請、在都城飯店、演講推行火葬之需要、其大意如下、我國古時即有火葬、墨子節葬篇、即是提倡火葬、漢時佛",1936,103
"252","SPSP193607011701","19360701","體育消息我國世運代表戴傳賢由荷飛瑞典　　今日啓程留瑞三日即轉柏林","shunpao","到有江間漁等數百人、此次畢業者、計高中十二人、初中十五人、附小二十餘人、該校德智體三育並重、今春上海扶輪社舉行之全市私中國學論文競賽、參加者五六十校、而明強學生、榮膺冠軍、體育方面、則去年江浙可見一斑、聞該",1936,103
"253","SPSP193608210708","19360821","王正廷　將任駐美大使　美方並無表示","shunpao","在本薛爾文尼州避暑、國務院官員對於此項消息亦守緘默、惟聞王博士在華盛頓聲譽甚佳、知友亦多最近曾以國際扶輪社遠東區主任之資格遊歷美國、現在德國、（十九日國民電）",1936,79
"254","SPSP193608221103","19360822","捷克天文史洛嘉談　赴日觀察日蝕經過","shunpao","、博士携有駐東京中國大使特別介紹函、但南京當局因該臺位於軍防區內、而謝絕之、博士尚擬由平至津、對該地扶輪社演講日蝕之觀察、繼將赴大運哈爾濱、而取道西比利亞返歐、一九四〇年日蝕時、博士擬赴南菲觀察、博士為捷克",1936,103
"255","SPSP193608271505","19360827","扶輪盃今日給獎　扶輪社長宴請職員選手","shunpao","全國體育恊進會主辦之上海國際網球扶輪杯賽、本屆為美國奪得錦標、杯主扶輪社長定於今日中午十二時假座四馬路江西路都城飯店、宴請决賽週美英兩國代表及協會代表兼裁判長胡憲生等、並舉 扶輪盃今日給獎扶輪社長宴請職員選手",1936,104
"256","SPSP193608301512","19360830","扶輪盃前日發奬","shunpao","第七屆上海國際網球扶輪杯賽、由美國奪得錦標後、由杯主扶輪社函邀决賽週美英兩隊隊員、及全國體協會代表兼裁判長胡憲生、暨該社社員等八九十人、於前日中午假座都城飯店",1936,79
"257","SPSP193609111104","19360911","徐謨昨晨到滬","shunpao","夜特快車離京來滬、昨晨七時許到埠、下車後首赴旅决休息、旋於中午十二時、至江西路都城飯店、出席上海國際扶輪社午宴、演講題為「中國司法制度」、據悉徐氏此來、純為參加此次宴會、並無公幹、當晚卽行返京、",1936,97
"258","SPSP193609150804","19360915","鴉片流入華北　去年三十五噸　租界購嗎啡甚易","shunpao","上海雷斯德研究院、李德敎授在北威爾斯柯爾文灣扶輪社聚餐會演說、謂上年鴉片經過華北者、共有三十五噸之多、華人有烟癖者共有幾何、何人能知之、但渠所知者、鴉",1936,75
"259","SPSP193609161601","19360916","體育消息沈嗣良今日公開演講　本屆世運會與中國","shunpao","自海外歸來後、巳决定謝絕重為馮婦、則東華之守門要責、將來或將付託于張榮才之身云、　　南京十五日電、京扶輪社發起扶輪杯網球賽、由京中各國代表參加、採台維斯杯比賽制、去年有美德日中四國參加、結果中國獲冠軍、十五 名卽日起至十月一日截止、其考試科目為（一）術科、徒手比試　　定本月廿六晚　　在戈登路球塲　　上海國際扶輪社、最近擬在顏福慶氏籌組之中山醫院內　　委託拉飛邀請賽員　　扶輪社自决定舉行萬國業餘拳擊慈善比賽後、現 月廿六晚　　在戈登路球塲　　上海國際扶輪社、最近擬在顏福慶氏籌組之中山醫院內　　委託拉飛邀請賽員扶輪社自决定舉行萬國業餘拳擊慈善比賽後、現已委託上海著名職業拳擊賽主辦人美人拉飛氏、（Lafay）、分頭邀 亦另委員推銷、結果、四元座券共計四百四十紙、幾已推銷一空、現僅存十餘紙、及三元二元一元等券可供發售、扶輪社並為提倡拳擊起見、特歡迎學生團體參觀、門票可享對折權利、但僅限於一元座一項、二元以上、因係慈善性質、",1936,413
"260","SPSP193609161607","19360916","扶輪社定期舉行　業餘慈善拳賽","shunpao","、捐助國幣四萬元正、指定救濟殘廢兒童之用、扶輪社對此鉅額之捐欵、已决定分頭籌措、除正計劃邀請中日世運選手、於歸國經滬時、舉行盛大之慈善對抗賽外、現又 扶輪社定期舉行　業餘慈善拳賽",1936,89
"261","SPSP193609231601","19360923","體育消息我世運足球隊　在倫敦之表演　表演佳妙大受讚美　　倫敦路透通訊　中國足球隊對考林斯隊之比賽、考林斯隊中、容有國際業餘選手七人之多、中國隊之表演、淸晰而美妙、兩隊對立後、兩國之國歌、同時吹奏、在音樂聲尙未完畢、而中國隊已先開紀錄、中國隊得勝此球、合作方面、有驚人之玲巧、因此使人回憶在柏林中英兩隊之所以異乎尋常之接近與緊張也、　　第一球於二十分鐘時射入、中鋒以動人之鎭靜、一舉而中、其美妙、實為數年來所未見、中國隊員、射門甚佳、傅球之技術、亦甚佳妙、　　考林斯以三比二得勝、但已竭盡其力、黃紀良之守門、亦有意外之佳妙、中國隊中球者、為馮景祥與李惠堂、　　中國隊進攻之方式、採取英國式、中堅遠落於後、中錄則向前直進、下半時之中段、形勢稍衰、大戰完畢前、曾　起反攻甚烈、未曾成功為惜、　　蔡文禮為全塲後衛之最佳者、中國隊之守門之表演、在本季海勃雷中、殊未有在其上者、　　中華足球聯賽　參加者三十二隊　雙十節開始比賽　　上海中華足球委員會、第二次議、於二十一日下午六時半舉行、地點晋隆飯店、出席委員蔣湘","shunpao","——〇　　中航勝悠社　一——〇　　雙錢（甲）勝華南　八一一　　雙錢（乙）勝電光　四——一　　上海國際扶輪社、為捐助中山醫院救濟殘廢兒童基金、募集四萬元鉅欵起見、特發起盛大之國際　拳擊慈善賽、定本月二十六日晚",1936,103
"262","SPSP193609261612","19360926","今日　國際慈善拳擊　下午九時在戈登路","shunpao","上海國際扶輪社、最近擬在中山醫院內設立殘廢兒童救濟院、擬募集國幣四萬元、損作濟救基金、因發起國際慈善業　拳擊賽、並",1936,57
"263","SPSP193609281401","19360928","體育新聞東華會旗開得勝　九比二大敗聖芳濟　戴麟經獨中五球李許薛各建功績　上半時四比一小勝下半時五對一　　東華足球會昨與新近晋組甲組之聖芳濟隊、在市體育塲作西聯足球甲組賽、觀衆僅寥寥六七百人、殊出人意料之外、交鋒後、聖芳濟銳氣極盛、東華反被挾制、嗣卽一蹶不振、東華陳容齊整、結果東華以九對二大勝、上半時四比一、裁判那愛說、雙方陳容如後、　　東華會　　張榮才　　李寗　莊維新　　顧尚勷　馮運佑　舒士耕　　萬象華　李義臣　戴麟經　許文奎　薛文繡　　聖芳濟　　蘇石　　A蘇石　史登格　　蓋洛克　盤特斯　傑胡特　　喬納洛　惠萊　泊脫遜　麥克卡倫　福恩　　先失一球　　笛聲起後、聖芳濟先攻、福恩進展、阻於尚勷、麟經盤球進取、遭拒退回、文繡立踢角球、義臣略慢一步、失去極佳機會、未幾、東華全師猛撲、李寗亦衝出前綫助攻、戴麟經舉足叩門中的、惜以越位作廢、義臣亦於二十碼建射門被接、對方乘東華後防又極空區、喬納洛單槍直入、莊維新拚命追趕、送成角球、東華旣出險境、遂又獲角球機會、義臣頭攻被接、福恩引球前進、遞交麥克卡倫、李寗迎拒、不愼失脚、球滾滾在東華門前、惠萊趕上、一脚搾柱而入、東華先失一城、距開賽尚祗八分鐘、　　連中四元　　十五分鐘時、東華大軍環攻、許文奎首先射中、一比一打成平手、幾度回合、許文奎斬關直入、遙遞義臣、猛射、低而且急、中蘇石身、彈入網內、","shunpao","女子乒乓比賽、參加者六十餘人、上午九時預賽、下午一時半開始决賽、優勝者姓名錄下、第一名梁玉傑　　國際扶輪社主辦之國際慈善拳擊賽、星期六晚在戈登路特捕球塲展幕、此舉因係救濟殘費兒童人之好善、誰不如吾、中外人士",1936,103
"264","SPSP193610031001","19361003","體育新聞出席世運會　吾國代表團今日抵滬　下午一時在招商局北棧登岸　今日各界在靑年會開歡迎會","shunpao","、偕夫人施美麗女士、率領世運選手歸來、乘意郵康特盧梭號輪、原擬在新加坡登岸、轉菲律濱一行、視察菲國際扶輪社社務、嗣因該輪中途在孟買修理、預計時間不及、乃打銷繞菲意、原輪逕行回國、今日午後一時卽可抵滬、輪泊東",1936,103
"265","SPSP193610091103","19361009","吳巿長演講　「中國與世界和平」　昨午在扶輪社聚餐會","shunpao","本市扶輪社全體社員、為慶祝雙十節、於昨日中午、在都城飯店、舉行聚餐會、幷邀請本市市長吳鐵城蒞會演講、其原文如下 吳巿長演講　「中國與世界和平」　昨午在扶輪社聚餐會",1936,81
"266","SPSP193610140807","19361014","留美學生安抵　西雅圖之情形","shunpao","息、該社主人為優待　生　見、房租每人僅　角　分、又學生到埠後領事　特備茶點招待、並　陸領事商同中國扶輪社中蘇會館市商會等團體歡宴第一二批學生、並招待參觀各名勝區域、事後學生均紛紛函謝、領館方面云、",1936,98
