"","DocId","Source","Title","Text","text.seg","nchar","ntoken","Date","year","decade","period"
"195","SPSP193401281520","shunpao","燕大校長塞替阿博士演講「中國之大學生」","昨應扶輪社之請","昨應 扶輪社 之 請",7,5,"19340128",1934,"1930","1930-1937"
"196","SPSP193402220901","shunpao","梅蘭芳今來滬","梅蘭芳二十一日晚演别姬、極精彩、定二十二日晨謁陵、正午扶輪社歡宴、下午赴滬、演義務戲二日、表演崑曲、事畢赴漢、間梅最近將來、擬先至俄、轉歐洲各國游歷、再赴美表演","梅蘭芳 二十一日 晚演 别姬 極 精彩 定 二十二日 晨 謁陵 正午 扶輪社 歡宴 下午 赴滬 演 義務 戲 二日 表演 崑曲 事畢 赴漢 間 梅 最近 將來 擬 先 至 俄 轉 歐洲各國 游歷 再 赴美 表演",80,48,"19340222",1934,"1930","1930-1937"
"197","SPSP193402250943","shunpao","濟扶輪社開紀念會","濟扶輪社今二週紀念會、到中外各界男女來賓百餘人、（廿一日專電） 濟扶輪社開紀念會","濟 扶輪社 今 二週 紀念會 到 中外 各界 男女 來賓 百餘人 廿一日 專電 濟 扶輪社 開 紀念會",40,20,"19340225",1934,"1930","1930-1937"
"198","SPSP193404101203","shunpao","美僑　白里登自戕　原因不明","存、亦寓滬埠、白能操流利之華語、交游頗廣、爲美國總會美國鄕下總會法國球塲總會會員、曾任美商會會長、及扶輪社社長","存 亦 寓 滬 埠 白 能 操 流利 之 華語 交游 頗廣 爲 美國 總會 美國 鄕 下 總會 法國 球 塲 總會 會員 曾 任 美 商會會長 及 扶輪社 社長",55,35,"19340410",1934,"1930","1930-1937"
"199","SPSP193405110628","shunpao","美使在京演講","美使詹森十日應扶輪社約演講、彼稱我國最近四年來、對公路交通科學建設工作進步甚速云、（十日中央社電）","美使 詹森 十日 應 扶輪社 約 演講 彼 稱 我國 最近 四年 來 對 公路交通 科學 建設 工作 進步 甚速云 十日 中央社 電",49,27,"19340511",1934,"1930","1930-1937"
"200","SPSP193406231519","shunpao","特載　國民經濟崩潰中　國民合力生產之覺悟　吳鐵城　丨六月九日於中國經濟信用合作徵求隊大會致詞丨","扶輪社有一次開會就餐、請我去演講、我很大膽的和他們說、上海的繁榮、固是住在上海的無論那個市民所希望的、但是 計之維持不可、能維持農民生計、而共同把農村復興起來、則水源不致涸竭、上海的魚、遂得賴以活命、這是我在扶輪社所說的話和引證、（參看拙著（一）繁榮大上海之基本原則刋於上海各大報（二）上海市之將來載於新中華雜誌附","扶輪社 有 一次 開會 就餐 請 我 去 演講 我 很 大膽 的 和 他們 說 上海 的 繁榮 固 是 住 在 上海 的 無論 那個 市民 所 希望 的 但是 計之 維持 不可 能 維持 農民 生計 而 共同 把 農村 復興 起來 則 水源 不致 涸竭 上海 的魚 遂 得 賴以 活命 這 是 我 在 扶輪社 所說 的話 和 引證 參看 拙著 一 繁榮 大 上海 之 基本 原則 刋 於 上海 各大報 二 上海市 之 將來 載於 新 中華 雜誌 附",157,93,"19340623",1934,"1930","1930-1937"
"201","SPSP193406290701","shunpao","時評論禁止有獎儲蓄  謹　　本月二十二日立法院修正通過儲蓄銀行法草案十七條內第十四條規定。「有獎儲蓄應禁止之。本法施行前已辦之有獎儲蓄存欵。其結束辦法。由財政部擬定呈請行政院核定之。」查有獎儲蓄。本爲識者多年所詬病。其所以延年至今日始爲政府明令取締者。原因有自非一端。今政府雖抱定實行禁止之决心。而默察前途。荊棘重重。難免不爲强有力者所阻礙。而致功虧一簣也。　　在我國境內經營有獎儲蓄者。當民國八九年之際。曾盛極一時。厥後黑幕揭穿。信用墮落。乃至紛紛倒閉。政府當局且從而懸爲厲禁。不意事過境遷。此風復張。年來中外金融機關。以辦理有獎儲蓄而收意外之利益者。往往有之。而正當儲蓄事業之發展率。反相見絀。","、如屆時未獲有主顧說明書、則經紀人於多頭了結時必須代爲塡寫也、（二十七日路透電）　　美國第特羅城國際扶輪社大會、在此間開會、五十七國代表都七千八百人、皆來參加、濟濟一堂盛極一時、美國米蘇里州哥倫比亞城代表歇","如 屆時 未獲 有 主顧 說明書 則 經紀人 於 多頭 了結 時 必須 代爲 塡 寫 也 二十七日 路透 電 　 　 美國 第特 羅城 國際 扶輪社 大會 在 此間 開會 五十七 國 代表 都 七 千八百 人 皆 來 參加 濟濟一堂 盛極一時 美國 米蘇里州 哥倫比亞 城 代表 歇",103,56,"19340629",1934,"1930","1930-1937"
"202","SPSP193406290723","shunpao","國際扶輪社大會　到五十七國代表七千餘人","國際扶輪社大會　到五十七國代表七千餘人","國際 扶輪社 大會 　 到 五十七 國 代表 七千餘 人",19,11,"19340629",1934,"1930","1930-1937"
"203","SPSP193409131401","shunpao","體育新聞　　滬港津三角　　埠際游泳今晚開幕　　晚九時在蒲石路法商總會　　連續舉行三晚港希望最强　　滬港津三角埠際游泳錦標賽、巳定今晚九時在蒲石路法商總會游泳池開幕、裝連續運行三晚、三埠精英、巳集中完畢、凖備奪標、以港軍最强、其中有華選手四人、尤受人注意、正式賽之外、每晚尙有其他游戲表演、門票價一元最後一晚二元、三晚秩序如下、　　今晚九時　　（一）二百二十碼自由式决賽　　（二）百碼娃式决賽　　（三）一百四十碼自由式替換賽　　（四）水球練習賽－香港對滬聯隊　　明晚九時　　（一）八百八十碼自由式决賽　　（二）一百碼自由式决賽　　（三）一百八十碼花式替換賽　　（四）水球練習賽－上海對滬聯隊　　後晚九晚　　（一）五十碼自由式决賽　　（二）百碼仰泳决賽　　（三）花式跳水　　（四）四百四十碼自由式决賽　　（五）水球决賽－上海對香港　　百碼蛙式","即爲愛律生之全能擊法所蹂躪、從此屈居人下、一蹶不振、愛律生猛攻伍特反手不巳、而以極佳之壓球殺之、扶輪社歡宴我國錦標隊選手　　今日中午在都城飯店　　扶輪杯網球賽、錦標我國巳有連續保持該杯五屆之榮譽、本 今日中午在都城飯店　　扶輪杯網球賽、錦標我國巳有連續保持該杯五屆之榮譽、本屆業巳結束、茲由該杯贈捐者扶輪社長、柬請恊進會總幹沈嗣良、幹事周家騏、我方代表邱飛海、林寳華、鄭兆佳、王文正、及管理黎寳駿、於今日中","即 爲 愛律生 之 全能 擊法 所 蹂躪 從此 屈居人 下 一蹶不振 愛 律 生 猛攻 伍特 反手 不巳 而 以 極佳 之 壓球 殺之 扶輪社 歡宴 我國 錦標 隊 選手 　 　 今日 中午 在 都城 飯店 　 　 扶輪 杯 網球賽 錦標 我國 巳 有 連續 保持 該杯 五屆 之 榮譽 本 今日 中午 在 都城 飯店 　 　 扶輪 杯 網球賽 錦標 我國 巳 有 連續 保持 該杯 五屆 之 榮譽 本屆 業巳 結束 茲 由 該 杯 贈 捐 者 扶輪 社長 柬請 恊 進會 總幹 沈嗣良 幹事 周家 騏 我方 代表 邱飛海 林 寳 華 鄭 兆 佳 王 文 正 及 管理 黎 寳 駿 於今 日中",203,132,"19340913",1934,"1930","1930-1937"
"204","SPSP193410050722","shunpao","熱帶病學會扶輪會員","熱帶病學會會員來自印南洋各地者、其中頗有各地之扶輪社會長及會員、四日適爲京扶輪社週會之期、特往參加共到五十餘人、由會長顏德慶主席、致歡迎詞、並由印度公共 熱帶病學會會員來自印南洋各地者、其中頗有各地之扶輪社會長及會員、四日適爲京扶輪社週會之期、特往參加共到五十餘人、由會長顏德慶主席、致歡迎詞、並由印度公共衛生局長演講印度衛生事業槪况","熱帶病 學會 會員 來自 印 南洋 各地 者 其中 頗 有 各地 之 扶輪社 會長 及 會員 四日 適 爲 京 扶輪社 週會 之期 特 往 參加 共到 五十餘 人 由 會長 顏 德慶 主席 致 歡迎詞 並 由 印度 公共 熱帶病 學會 會員 來自 印 南洋 各地 者 其中 頗 有 各地 之 扶輪社 會長 及 會員 四日 適 爲 京 扶輪社 週會 之期 特 往 參加 共到 五十餘 人 由 會長 顏 德慶 主席 致 歡迎詞 並 由 印度 公共 衛生局長 演講 印度 衛生事業 槪 况",167,100,"19341005",1934,"1930","1930-1937"
"205","SPSP193410221801","shunpao","經濟專刊　中國的貨幣恐慌  耿愛德講　謝菊曾譯　　自十月十五日白銀出口税率頒布之後，三四日來，市塲大起變化，揆其主因，實緣投機商人自相驚擾，無中生有所致，上海著名外匯經紀人耿愛德氏，於十八日在扶輪社以豐富之經騐，冷靜之頭腦，作剴切之解釋，所言極有價値，爰爲介紹於本刊　　讀者，　　菊會　　中國貨幣的恐慌，在兩三年前，已露端倪，而這完全受世界經濟恐慌的波累，一些不是中國自己的過失。當一九二九年末，世界經濟恐慌發作的時候，照我們的觀察，第一椿商品開始很快地跌價的，便是白銀。社會上有一種説法，丨這種説法根據什麽原理而來，我不知道，丨就是世界一切商品的批發價格，可以用白銀來代表，你看到銀價下降，你就可以看到别的物價也下降，銀價上漲，别的物價也上漲，至於這許多商品那一椿最先受影響，却是難説。但照我所編的圖表看來，可以證明上面的觀察不錯。而且無論如何，我們看到一九二九·一九三○·和一九三一年銀價的跌落到如此地步，大家不能不吃一驚，這個情形，是好是壞，隨事而定，我不敢妄加猜測，我所説的，都是公平無偏的話。在那個時候，許多擔憂的朋友們，堅决地主張施行白銀進口税，甚或禁止白銀進口，好使全世界不能再將白銀向中國傾銷，我即深覺這不是一個聰明的辦法，因爲白銀無所謂傾銷不傾銷，貨物或有傾銷，至於白銀，中國愈多愈好，那時財政部長宋子文氏，對此一無舉動，値得我們稱頌，結果中國對於白銀的准許自由流入國内，深受其益，接收下許多的白銀。　　在過去十二年中，丨自一九二一至一九三三丨中國金融中心的上海，由海外及内地運入白銀約値五五，○○○，○○○元，不過我們裝到内地去的，却要比内地裝出來爲多。財政當局允許白銀自由進口的功效，就是使我們除了極少數接近紐約證券交易所的人士以外，大家都一些兒不相信竟有世界經濟恐慌的一會事，中國的批發物價，不跌反漲，於是中國成爲全世界惟一避免不景氣籠罩的國家，這個趨勢，直到一九三二年始終如一。從那時起，先之以一九三一年的英國脱離金本位，日本步武後塵，使中國開始遭受重大的打擊，後來到了一九三三年，美國也依樣葫蘆，於是我們感到影響一天嚴重一天，因爲美英的購買力，比先前减退。換句話説：就是從一九三三年以來，中國物價逐步跌落，把中國站在難於遏制通貨緊縮的地位。所謂通貨緊縮，意思是指中國連她那些微小的出口貿易，都保不住，進口湧旺，以致情勢日見嚴重。我不能説爲了貿易差額的關係，使我們立刻感受十分影響；但是人們見了情勢一天不如一天，並且很清楚地看見有些事情顚倒起來，於是他們便狐疑滿腹了。　　我們眼見資本從中國流出。本來在先前幾個年頭裏，丨一九三○·一九三一·一九三二，丨此間許多外國公司，都保藏他們的私人欵項在中國，甚至於從國外匯欵到中國來。因爲他們説：「我們要守候更佳的匯價，中國是處在一個經濟良好的地位。」但是一等到他們看見情形不對，不容他們不開始着急起來，於是便把他的所有的白銀供給，搬回他國本國，或離開中國口岸　。僅僅不過從今年四月發端，丨一月到三月還一些没有動靜丨白銀便着手輸出。根據我搜集的刊布的統計計算，我有把握可以説中國擁有的白銀，至少當有二十萬萬盎司丨包括東三省及蒙古在内丨。中國在最近過去六個月中，喪失了價値二萬萬元的白銀。這數不能説少，但是我們若推想到過去十二年中中國從外國方面到手的白銀，値到五萬五千萬元之巨，還未見這情形如何十分重大。所苦者，就是到了這個時候，早已缺乏大衆的信仰了。　　諸位時常聽説中國要平衡貿易差額，需要裝運白銀，我也承認有這個需要。但我敢説裝運出口的白銀，實在用以抵付貿易差額的，不過居極少部分，其中百分之七五，都屬於資本的流出。大槪一旦恐慌聞始，這類事情便很難遏制的。　　中國政府對於這種行動，應否聽其自然，抑須加以遏制，便有考慮之必要。講到遏制的話，從經濟學者以及權威方面的心理裏，可以得到下面的二種效果。第一，就是保存中國現有的白銀。第二，就是止住物價的下落。中國政府對此問題，已經表現過極大的忍耐。因爲他們眼見銀貨流出，他們也承認資本流出丨，不僅限於外人，而且還有中國人運到外國去，。他們處在困難的地位，因爲如果他們任令白銀流出不加限制，我們總有一天早晨醒來，發覺我們都站在紙本位上面了。所有現在的一切紙幣，都不能兑現，一切貨物賣買，只有行使紙幣的一途了。　　大約十天以前，又有二千五百萬元現銀裝出，另有一批九百五十萬元，也正裝箱待運。後來政府征税令下，於是白銀出口纔告停止丨，我不能説這是被禁止。　　當局對於白銀問題，曾經有三種計畫，加以考慮過。第一，是禁銀出口，但這個計畫大家認爲不妥，我也以爲很對，因爲禁銀出口，或許釀成更不好的結果。第二，是遞加出口税，這便是目下見諸事實的一個計畫。第三，是一個極有趣味的問題，就是廢止銀幣，介紹金本位到中國來。　　中國採用金本位，原是一椿極好的事情，但在眼前，却一些没有預備。大家回憶一九二九年甘末爾委員會對於此點的建議，同了他們認爲不能立刻，執行的結論，就可恍然。因爲中國没有心需的金凖備，而且中國各省還不能充分團結來實施這個計畫。　　關於這點，大家就要注意到甘末爾委員會的重要了。因爲他們工作的結果，創出現行的金單位。這個制度，工作的很是美妙，否則中國財政早瀕破産，在一九三○，一九三一，和一九三二年當中，中國關税的收入，决不能抵償外債。但是此刻採用金本位，實不可能。即使最後幾時，恐怕也是不行。其理由如下：第一，中國本不曾儲有充分的金貨；第二，我不相信中國此刻能够獲得充分的金貨，來開始施行金本位。時賢對於這個問題，曾有許多建議。就中如中孚銀行的顧季高氏，主張萬一銀價極度高漲，中國不妨利用這個機會，售銀易金。這層意思很佳，可是實行却有困難。因爲今日中國所有的全部白銀，並不屬於政府的。　　美國以及英蘭銀行裏的通貨凖備金，大家都知道是政府的財産；但是你一説到中國的白銀，百分之九九不屬於政府所有。所以白銀國有一舉，在眼前我認爲是不可能的。照我個人意思，美國受法律道德的束縛，在今後四五六年裏，要繼續她的抬高銀價政策。海外的銀價，勢必因之大漲。在没有想隔多時之後，銀價漲上七八角美金，一些用不着驚異。我想信中國或許有一天得到以銀換金的獲利機會，同時就些把她的幣制放在金基礎的上面。但這是將來的事情，我們需要計算着現實，以及討論現在究竟要遭遇那樣的情勢。　　此刻遞加白銀出口税的最先影響，第一天市塲没有什麽動靜，但是到了第二天，第三天，第四天，就發生一種危險，這等情形，我很少見過前例。就本人而論，有不少人士，紛紛打電話來問我意見，我一律回答他們：「我不曉得什麽；我不想到什麽；我也不思量去幹什麽。　這是我效法二十年前的一位講師的回答一個問題，他的回答是：「我可以確切地告訴你，一錯，白銀是要上漲或跌落的！」　　我可以一些不猶豫地説，白銀是要上漲的。於是一個問題來了，就是如果銀價大漲，中國將何以處之呢？我們現在除了國内之外，已經和白銀脱離關係了。我們已處在積極的紙幣本位上面，所以如果銀價上漲，我們必須很慢很慢地跟着走。但我並不希望有一高的水凖。照昨今兩日","，市塲大起變化，揆其主因，實緣投機商人自相驚擾，無中生有所致，上海著名外匯經紀人耿愛德氏，於十八日在扶輪社以豐富之經騐，冷靜之頭腦，作剴切之解釋，所言極有價値，爰爲介紹於本刊　　讀者，　　菊會　　中國貨幣的","市 塲 大 起 變化 揆 其 主因 實緣 投機商 人 自相驚擾 無中生有 所致 上海 著名 外匯 經紀人 耿 愛德 氏 於 十八日 在 扶輪社 以 豐富 之經 騐 冷靜 之 頭腦 作 剴切 之 解釋 所 言極 有價 値 爰 爲 介紹 於 本刊 　 　 讀者 　 　 菊 會 　 　 中國 貨幣 的",103,59,"19341022",1934,"1930","1930-1937"
"206","SPSP193411261102","shunpao","艾廸博士在滬演講程序","九時半、赴滬江大學演講、講題（中國今日之青年及其出務）、負責者余日宣·諸培恩·君、中午十二時十五分、扶輪社演講、負責者駱維廉·陸幹臣君、下午七時半、第三次系統演講、地點慕爾堂、主席凃羽卿博、翻譯沈體蘭先生、","九時 半 赴 滬江 大學 演講 講題 中國 今日 之 青年 及其 出務 負責 者 余日 宣 諸 培 恩 君 中午 十二時 十五分 扶輪社 演講 負責 者 駱維廉 陸 幹臣 君 下午 七時 半 第三次 系統 演講 地點 慕爾堂 主席 凃 羽卿博 翻譯 沈體蘭 先生",103,59,"19341126",1934,"1930","1930-1937"
"207","SPSP193412251212","shunpao","扶輪社贈送大批兒童恩物","今日爲耶敎聖誕之期、本埠中西同人所組織之扶輪社、以關懷兒童、熱心慈幼、昨特致送大批兒童恩物、如糖果玩具等送交中華慈幼恊會、代爲分發所收容苦兒、聞是 扶輪社贈送大批兒童恩物","今日 爲 耶 敎 聖誕 之期 本埠 中西 同人 所 組織 之 扶輪社 以 關懷 兒童 熱心 慈幼 昨 特 致送 大批 兒童 恩物 如 糖果 玩具 等 送交 中華 慈幼 恊 會 代爲 分發 所 收容 苦兒 聞 是 扶輪社 贈送 大批 兒童 恩物",85,51,"19341225",1934,"1930","1930-1937"
"208","SPSP193501191001","shunpao","","稱美元及金鎊之穩定已在目前、首相適於此時發表演説、故尤堪注意云、　　（倫敦）　麥唐納首相頃在紐凱塞爾扶輪社發表演説、對於現内閣所採之方式及事業、加以辯護、謂内閣内政外交、達到完全勝利、當在國際局勢更見清明之","稱 美元 及 金鎊 之 穩定 已 在 目前 首相 適於 此時 發表 演 説 故 尤 堪 注意 云 　 　 倫敦 　 麥 唐納 首相 頃在 紐凱 塞爾 扶輪社 發表 演 説 對於 現内閣 所採 之 方式 及 事業 加以 辯護 謂 内 閣 内政外交 達到 完全 勝利 當 在 國際局勢 更見 清明 之",103,62,"19350119",1935,"1930","1930-1937"
"209","SPSP193501251221","shunpao","鄔志堅在扶輪社演講","上海扶輪社、昨在江西路都成飯店舉行叙餐例會、特請新自日美考察歸國之中華麻瘋救濟會總幹事鄔志堅碩士、演講最近觀察 鄔志堅在扶輪社演講","上海 扶輪社 昨在 江西 路 都 成 飯店 舉行 叙餐 例會 特 請 新 自 日 美 考察 歸國 之 中華 麻瘋 救濟 會 總幹事 鄔志堅 碩士 演講 最近 觀察 鄔志堅 在 扶輪社 演講",65,41,"19350125",1935,"1930","1930-1937"
"210","SPSP193502141101","shunpao","訂購洋米數額驚人","、抵菲後、或將受菲律賓政府方面之招待云、又該團團長王正廷氏、因須出席於十八日至二十一日在菲舉行之國際扶輪社大會、並出席遠東體育恊進會、已於昨日下午四時、與該社創辦人哈雷斯社長韓爾等、同乘大來公司柯立芝總統號","抵 菲 後 或 將 受 菲律賓 政府 方面 之 招待 云 又 該團 團長 王正廷 氏 因 須 出席 於 十八日 至 二十一日 在 菲 舉行 之 國際 扶輪社 大會 並 出席 遠東 體育 恊 進會 已於 昨日 下午 四時 與 該社 創辦人 哈雷斯 社長 韓爾等 同 乘 大 來 公司 柯立芝 總統 號",103,67,"19350214",1935,"1930","1930-1937"
"211","SPSP193502142001","shunpao","全没了歡笑的日子","憑），無報恕不接洽，寓英大馬路大慶里東首第二弄，念三號，時間每日下午二時至六時止，逾時不候，中國哲學扶輪社啓內政部備案衛生局註冊久安公墓地基寬燥交通便利手續簡便保管週到穴價低廉代辦迅速欲知詳情請閱章程　墓址","憑 無報 恕 不 接洽 寓英 大馬路 大慶 里 東首 第二 弄 念 三號 時間 每日 下午 二時 至 六時 止 逾時不候 中國 哲學 扶輪社 啓 內政部 備案 衛生局 註冊 久安 公墓 地基 寬燥 交通 便利 手續 簡便 保管 週到 穴價 低廉 代辦 迅速 欲知 詳情請 閱 章程 　 墓 址",103,59,"19350214",1935,"1930","1930-1937"
"212","SPSP193502161201","shunpao","漢市總工會成立　　［漢口］漢市工人十五日開第一次代表大會、正式成立總工會、選劉漢清等爲理監事、大會通過慰勞蔣電、並請肅清殘匪、又通電全國各工會、努力生產建設經濟國防、","過、　　［香港］新任駐港日領水澤孝䇿、十五日晨六時乘宮崎丸由滬抵港、　　［香港］王正延偕顏德慶及國際扶輪社創辦人哈雷斯社長韓爾赴菲參加扶輪社大會、十五日午乘柯立芝總統號輪過港、下午四時、港扶輪會假香港大酒店 䇿、十五日晨六時乘宮崎丸由滬抵港、　　［香港］王正延偕顏德慶及國際扶輪社創辦人哈雷斯社長韓爾赴菲參加扶輪社大會、十五日午乘柯立芝總統號輪過港、下午四時、港扶輪會假香港大酒店開會歡迎、港方代表十八人、十五日晚","過 　 　 香港 新任 駐港 日領 水澤 孝 䇿 十五日 晨 六時 乘 宮崎 丸 由滬 抵港 　 　 香港 王 正 延 偕 顏 德慶 及 國際 扶輪社 創辦人 哈雷斯 社長 韓爾赴 菲 參加 扶輪社 大會 十五日 午乘 柯立芝 總統 號輪 過港 下午 四時 港 扶輪 會假 香港 大酒店 䇿 十五日 晨 六時 乘 宮崎 丸 由滬 抵港 　 　 香港 王 正 延 偕 顏 德慶 及 國際 扶輪社 創辦人 哈雷斯 社長 韓爾赴 菲 參加 扶輪社 大會 十五日 午乘 柯立芝 總統 號輪 過港 下午 四時 港 扶輪 會假 香港 大酒店 開會 歡迎 港 方 代表 十八 人 十五日 晚",207,133,"19350216",1935,"1930","1930-1937"
"213","SPSP193503020901","shunpao","英法外長巴黎談話兩國共同立塲不變　　確認倫敦宣言整個不可分　　西門訪德僅限於探詢性質　　［巴黎］本日英法兩國外長在英國駐法大使館宴會席間及宴會後、舉行談話、歷兩小時餘、參加談話者除法外長賴伐爾·英外相西門外、人數極少、且相約保守緘默、故外間無從探得消息、但聞英法外長就二月三日之倫敦宣言書、作澈底之探討後、業經確定兩國所已採取之共同立塲、並無變更、德國雖企圖將倫敦宣言書中各項要素、各相分離、然英法兩國則始終承認倘欲求歐洲之真正和平、則英法提議必須保持其不可分性、英法所提議之天空公約·多瑙河公約·東歐公約·德國重返日內瓦·簽訂軍備限制公約等各節、有同等之重要、必須同時加以討論、欲解决其中之一節、必使其他各節一併解决而後可、此外並聞西門訪德、將僅限於採訪性質、西門將向德國政府領袖説明倫敦恊定之目的及範圍、二月十七日德國致英法之覆文、僅述及天空公約一項、西門則將向德國政府探詢對於英法恊定之整個意見、嗣後西門將即返英國、俾與法國恊同考慮談判是否有再行發展之可能、屆時或將派員赴莫斯科·華沙·及捷克京城一行、至於西門訪問東歐各國首都之日期、偶而延遲、並未含有他意、蓋蘇聯固尚未作正式之邀請也、且西門赴東歐游歷、本屬限定俄波兩國、現此種計劃亦不妨略加變更、蓋捷克等國與東歐互助公約有特殊之關係、西門或亦有順道往訪之必要也、總之此次英法談話、業經重行確定英法兩國仍抱倫敦宣言書中所聲明之共同見解、查西門往訪德國之舉、法國自始表示信任、今西門啓程赴德之前、英法復有此種意見一致之表示、不可謂非極關重要也、","日上午十時、偕參謀長羅梓材赴梅花村謁陳濟棠請示、余定四日返贛、　　［香港］鐵部技監顔徳慶、前赴菲出席扶輪社大會、一日乘傑弗遜號輪返國過港、日內入省、視察粤路秣韶段工程、　　［香港］顔德慶一日抵港、轉省視察粤","日 上午 十時 偕 參謀長 羅 梓材 赴 梅花 村謁 陳 濟棠 請示 余 定 四日 返贛 　 　 香港 鐵 部 技監 顔 徳慶 前 赴 菲 出席 扶輪社 大會 一日 乘 傑弗遜 號輪 返國 過港 日 內 入 省 視察 粤路 秣 韶段 工程 　 　 香港 顔 德慶 一日 抵港 轉 省 視察 粤",103,67,"19350302",1935,"1930","1930-1937"
"214","SPSP193503061301","shunpao","體育新聞行政院會議通過全運會舉行辦法七項　　决在首都及各省市間隔舉行　　、南京五日電、全運會舉行辦法七項、五日行政院會議通過、（一）爲提倡國民體育起見、每兩年舉行全國運動大會一次、在首都及各省市適當地點、用間隔之次序、","國嘉賓大聚會岷里剌　　圭順演説菲人盛意待客　　廣東代表不滿意移民律　　　　　　狀况　七點船到碼頭、菲扶輪社男女代　　　華僑社團各代表、齊往歡迎、其女界一　　本地裝束、蟬翼之衣、曳地之裙、其代歩非新式摩託車、","國 嘉賓 大聚會 岷里剌 　 　 圭 順 演 説 菲 人 盛意 待客 　 　 廣東 代表 不 滿意 移民 律 　 　 　 　 　 　 狀 况 　 七點 船到 碼頭 菲 扶輪社 男女 代 　 　 　 華僑 社團 各 代表 齊 往 歡迎 其 女 界 一 　 　 本地 裝束 蟬翼 之衣 曳 地 之 裙 其 代 歩 非 新式 摩 託車",103,59,"19350306",1935,"1930","1930-1937"
"215","SPSP193503061322","shunpao","世界扶輪社在菲開會","世界扶輪社在菲開會","世界 扶輪社 在 菲 開會",9,5,"19350306",1935,"1930","1930-1937"
"216","SPSP193504191001","shunpao","二千萬救濟工商放欵　决定本月底前實行　俾各業獲得資金應付四底結算　中中交三行主持先擬說細辦法　銀行公會將召開執委會議討論","列西歷紀年、西人觀覽者當更覺便利也、　　漢堡森之談話　　英方委員漢堡森、R．T．Hobson曾於上海扶輪社茶會發表關於中國藝術之談話、計分四節、第一節、述中國藝術之光榮歷史、盛讚中國藝術之早並書畫之精妙、第","列西歷 紀年 西人 觀覽 者 當更覺 便利 也 　 　 漢堡 森之 談話 　 　 英方 委員 漢堡 森 R T Hobson 曾 於 上海 扶輪社 茶會 發表 關於 中國 藝術 之 談話 計分 四節 第一節 述 中國 藝術 之 光榮 歷史 盛讚 中國 藝術 之 早並 書畫 之 精妙 第",103,56,"19350419",1935,"1930","1930-1937"
"217","SPSP193505041005","shunpao","美經濟考察團　昨由閩返滬今晨飛青","下午五時在工商協會舉行談話會、該地市商會·銀行公會·等代表、均參加、下午六時、扶輪社、留美同學會等茶會晚八時三十分、市長沈鴻烈歡宴、五日上午參觀市政建設、午餐由市商會代表等招待、下午遊","下午 五時 在 工商 協會 舉行 談話會 該地 市 商會 銀行 公會 等 代表 均 參加 下午 六時 扶輪社 留美 同學會 等 茶會 晚 八時 三十分 市長 沈鴻烈 歡宴 五日 上午 參觀 市政建設 午餐 由市 商會 代表 等 招待 下午 遊",92,48,"19350504",1935,"1930","1930-1937"
"218","SPSP193506030901","shunpao","本市新聞財部實力援助錢業　孔財長昨午後由杭返滬決發公債二千萬元援助　　新聲社云、行政院副院長兼財政部長孔鮮熙、爲救濟市面安定人心、前晨、由京到滬後、曾一度召集銀行界領袖會商、嗣孔氏因事前晚赴杭、詎到杭勾留一宵、接中國銀行董事長宋子文氏之電促、卽於昨晨九時許、乘汽車循滬杭公路返滬、再在閔行換乘由滬往迎之自備汽車、於下午一時三刻抵埠、返西愛咸斯路私邸休息、旋卽於二時許、再行邀集銀錢業領袖續商救濟市面安定人心緊急辦法、首為宋子文氏往訪、繼市商會主席俞佐廷。錢業公會主席秦潤卿。等續至會談逾一小時之久、將近三時半、各人始辭出、其後於四時四十分、復有本市長吳鐵城往訪、晤談至五時半辭出云、　　財部援助　　中央社云、本埠錢業、前因美豐·明華·兩行停業關係、故亦有數家遭其波及、亦致宣吿淸理、錢業公會方面、因而呈請財部、予以援助、並由該同業公會主席秦潤卿代表、晋謁孔部長、瀝陳困難情形、孔部長以錢莊營業、爲救濟工商業、安定市面起見、關係工商業甚鉅、當已允由政府實力援助、經决定以錢業準備庫押品、財部先撥借公債兩千萬元、以資救濟、並派定徐堪·杜月笙·王曉籟·顧飴穀·秦潤卿·等組織委員會、負責辦理對於各錢莊之因正當營業、而周轉不靈者、放貸欽項、盡力援助、各錢莊得聞此舉、極深感荷、均已安心照常營業、又據財政部要員稱、孔部長對於本市銀行錢莊、向屬盡力援助、本市金融、極爲安定、市民儘可安心、勿爲奸人謠諑所動云云、　　錢業會議　　錢業同業公會、於昨日下午二時、舉行第二届第二十次會員代表常會、","、上午八時正乘汽車至桐廬、再乘船遊七里瀧釣臺、遊覽富春江風景、上午十二時正駛至嚴子陵鈞臺附近、由杭州扶輪社在船上歡宴、下午一時三十分、由桐廬乘汽車返杭、下午四時正返西泠飯店休息、下午五時正參觀浙江大學、並應","上午 八時 正乘 汽車 至 桐廬 再 乘船 遊 七里 瀧 釣臺 遊覽 富春江 風景 上午 十二時 正駛至 嚴子陵 鈞 臺 附近 由 杭州 扶輪社 在 船上 歡宴 下午 一時 三十分 由 桐廬 乘 汽車 返杭 下午 四時 正返 西泠 飯店 休息 下午 五時 正 參觀 浙江大學 並 應",103,64,"19350603",1935,"1930","1930-1937"
